price,accommodates,bedrooms,room_type,review_scores_rating,neighbourhood,number_of_reviews,latitude,longitude
485.0,7,3.0,Entire home/apt,4.91,Pittwater,88,-33.643721734668176,151.30687790181582
373.5,4,2.0,Entire home/apt,4.89,Woollahra,66,-33.88629452111299,151.24218575656414
319.53,5,2.0,Entire home/apt,4.96,Auburn,26,-33.8503,151.07388
242.33,4,2.0,Entire home/apt,4.79,Auburn,104,-33.83099479164817,151.0733855222589
274.67,4,2.0,Entire home/apt,4.94,Auburn,54,-33.88613,151.03127
482.0,8,4.0,Entire home/apt,4.56,Liverpool,25,-33.9308669,150.9525147
41.13,2,1.0,Entire home/apt,4.85,Blacktown,20,-33.76928803702215,150.9034071053873
377.0,5,3.0,Entire home/apt,4.61,Bankstown,62,-33.95785,151.0249
442.21,4,2.0,Entire home/apt,4.95,Pittwater,73,-33.6372414,151.3306482
251.5,4,1.0,Entire home/apt,4.77,Manly,48,-33.7958,151.28303
422.33,4,2.0,Entire home/apt,4.97,Sydney,36,-33.8707,151.22187
656.68,6,4.0,Entire home/apt,4.88,Pittwater,26,-33.67210623759635,151.3086889841109
471.0,7,3.0,Entire home/apt,4.54,Ryde,50,-33.77919,151.10909
1103.33,7,4.0,Entire home/apt,5.0,Randwick,2,-33.96745159015419,151.2506158740012
449.34,6,3.0,Entire home/apt,4.87,Sydney,94,-33.88619,151.19675
306.75,3,2.0,Entire home/apt,5.0,Waverley,3,-33.8870829,151.2782635
547.0,4,2.0,Entire home/apt,2.0,Auburn,1,-33.82547776757534,151.07821644959338
673.5,4,2.0,Entire home/apt,4.75,Warringah,4,-33.7787329,151.2863333
382.3,4,2.0,Entire home/apt,4.91,Sydney,134,-33.8602935,151.2031133
380.5,6,2.0,Entire home/apt,5.0,Camden,4,-34.09106317624461,150.6953921509127
352.0,4,2.0,Entire home/apt,4.97,Waverley,30,-33.8888,151.27688
555.5,8,2.0,Entire home/apt,4.95,Sydney,37,-33.87811295173001,151.20780467698714
371.0,4,2.0,Entire home/apt,4.83,Ryde,18,-33.77969619949548,151.11383434267046
462.75,6,2.0,Entire home/apt,4.88,Sydney,42,-33.87776618015576,151.20731690366256
625.94,8,3.0,Entire home/apt,4.89,Sydney,93,-33.87805948547614,151.2066429330927
112.11,8,4.0,Entire home/apt,4.33,City Of Kogarah,3,-33.98652,151.09744
317.63,6,3.0,Entire home/apt,4.5,Parramatta,8,-33.8077,150.99315
215.0,4,1.0,Entire home/apt,4.88,Auburn,26,-33.8491238,151.0742178
257.5,2,1.0,Entire home/apt,4.96,Marrickville,113,-33.9007764596733,151.17632781857137
979.13,9,4.0,Entire home/apt,5.0,Waverley,5,-33.88588,151.26798
420.67,12,5.0,Entire home/apt,4.81,Fairfield,16,-33.86652,150.93259
164.95,2,1.0,Entire home/apt,4.55,Sydney,31,-33.88514,151.20245
661.88,7,4.0,Entire home/apt,5.0,Willoughby,10,-33.79936425875839,151.20686229661194
222.98,6,2.0,Entire home/apt,4.79,Randwick,86,-33.9185467,151.2576841
1147.62,6,3.0,Entire home/apt,5.0,Pittwater,1,-33.631425300021405,151.32702909080382
360.0,2,1.0,Entire home/apt,4.97,Manly,34,-33.79906712477624,151.28632143068847
414.33,10,5.0,Entire home/apt,4.38,Blacktown,13,-33.68786076914081,150.81605696878043
642.62,5,3.0,Entire home/apt,5.0,Randwick,12,-33.92232010842661,151.2506508469096
435.16,4,2.0,Entire home/apt,5.0,Warringah,8,-33.7860051,151.2901078
430.22,5,2.0,Entire home/apt,4.82,Sydney,196,-33.869740104431,151.2031914549198
490.0,5,3.0,Entire home/apt,4.79,Sydney,87,-33.89048612155973,151.20949081283226
287.0,4,1.0,Entire home/apt,4.93,Ryde,136,-33.81641,151.10263
599.0,6,4.0,Entire home/apt,5.0,Randwick,2,-33.92563,151.24137
630.0,6,3.0,Entire home/apt,4.99,Sydney,85,-33.88955,151.1951
770.5,6,3.0,Entire home/apt,4.81,Sutherland Shire,27,-34.05439,151.13667
330.0,2,1.0,Entire home/apt,4.93,Sydney,59,-33.90138,151.2106526
316.11,6,2.0,Entire home/apt,4.84,Sydney,128,-33.87257130019274,151.20466849885315
159.25,3,1.0,Private room,4.0,Sydney,1,-33.87372,151.22349
149.12,3,1.0,Private room,3.89,Sydney,9,-33.87302897362005,151.22256111957395
383.33,2,1.0,Entire home/apt,5.0,Sydney,10,-33.874252,151.204036
274.0,2,1.0,Entire home/apt,4.74,Sydney,139,-33.8756019,151.2257919
319.0,4,2.0,Entire home/apt,4.71,Sydney,17,-33.8759923,151.2276469
228.25,4,2.0,Entire home/apt,4.74,Lane Cove,39,-33.81479,151.15375
623.84,7,4.0,Entire home/apt,4.36,Waverley,33,-33.8881123,151.2757809
550.0,10,4.0,Entire home/apt,4.69,Blacktown,105,-33.70351673370207,150.89461678344648
1389.0,8,5.0,Entire home/apt,5.0,Pittwater,5,-33.63131923836266,151.31936773845266
355.62,6,3.0,Entire home/apt,4.6,Waverley,25,-33.8902959235629,151.27255063136525
388.0,4,2.0,Entire home/apt,4.99,Sydney,101,-33.89395,151.18913
148.35,2,1.0,Private room,4.48,Marrickville,52,-33.9166726,151.1723759
452.0,4,2.0,Entire home/apt,4.85,Sydney,115,-33.8644446,151.2076491
108.0,2,1.0,Entire home/apt,4.61,Burwood,125,-33.87574902930122,151.1047921843143
350.8,4,2.0,Entire home/apt,4.77,Burwood,31,-33.8753945,151.1055872
386.0,5,2.0,Entire home/apt,4.76,Ryde,51,-33.7782826,151.1099877
276.5,2,1.0,Entire home/apt,4.58,Woollahra,26,-33.87839952195354,151.24377575939243
297.5,2,1.0,Entire home/apt,4.93,Woollahra,14,-33.87657,151.24221
296.71,4,2.0,Entire home/apt,4.67,Fairfield,21,-33.89554926729645,150.92371568083763
204.33,4,1.0,Entire home/apt,4.89,Sydney,158,-33.8827151,151.1962292
151.48,2,1.0,Entire home/apt,4.57,Sydney,37,-33.89379,151.18461
393.71,6,2.0,Entire home/apt,4.79,Sydney,164,-33.87543,151.20962
265.5,2,1.0,Entire home/apt,4.97,Sutherland Shire,139,-34.081626,151.1590269
253.67,5,1.0,Entire home/apt,3.81,Strathfield,32,-33.86259,151.07958
306.0,4,2.0,Entire home/apt,4.8,Auburn,5,-33.82811,151.07688
345.25,7,3.0,Entire home/apt,5.0,Rockdale,5,-33.9572,151.14735
379.0,10,5.0,Entire home/apt,4.81,Camden,79,-33.96262943417655,150.79928988599244
244.98,2,1.0,Entire home/apt,4.87,Sydney,278,-33.8677758,151.2246821
494.5,9,2.0,Entire home/apt,5.0,Sydney,7,-33.878356738700454,151.22434374461693
429.5,2,1.0,Entire home/apt,4.85,Sydney,33,-33.8729862,151.2164003
230.52,4,2.0,Entire home/apt,5.0,Botany Bay,2,-33.95469,151.23018
554.0,7,3.0,Entire home/apt,4.66,Sydney,128,-33.85896,151.203
333.8,6,2.0,Entire home/apt,4.77,Sydney,154,-33.8756,151.20806
498.5,2,1.0,Entire home/apt,4.72,Manly,60,-33.795724331273014,151.28655732362282
400.0,4,2.0,Entire home/apt,4.83,Fairfield,23,-33.89587372780801,150.92492572874698
406.0,4,2.0,Entire home/apt,4.84,Marrickville,164,-33.893260950943315,151.17620089890943
1979.73,10,4.0,Entire home/apt,5.0,Pittwater,6,-33.70645159597445,151.29538799726902
705.25,14,6.0,Entire home/apt,4.69,Woollahra,70,-33.84625317425796,151.2840658966922
295.0,4,1.0,Entire home/apt,4.66,Waverley,70,-33.8887847,151.2763999
354.5,4,2.0,Entire home/apt,4.86,Hornsby,14,-33.76928,151.07858
931.0,6,2.0,Entire home/apt,4.82,Pittwater,74,-33.63892236381105,151.28733880328758
693.0,12,5.0,Entire home/apt,4.73,Ryde,67,-33.77880342912282,151.09753746164463
804.5,8,4.0,Entire home/apt,4.87,Sydney,30,-33.901539057669844,151.17957775104256
229.0,4,1.0,Entire home/apt,4.8,Hornsby,45,-33.749583161010804,151.05136833376707
210.67,3,1.0,Entire home/apt,4.79,Auburn,70,-33.8234626,151.0780582
193.0,2,1.0,Entire home/apt,4.82,Botany Bay,38,-33.95513426343448,151.22669444311512
238.0,2,1.0,Entire home/apt,4.95,Sydney,65,-33.872751,151.224243
1685.8,4,2.0,Entire home/apt,5.0,Sydney,3,-33.86952,151.22747
305.0,2,1.0,Entire home/apt,4.88,Sydney,99,-33.8643,151.2077
245.5,2,1.0,Entire home/apt,4.8,Sydney,30,-33.878521373973946,151.20870821937578
249.35,3,1.0,Entire home/apt,4.74,Sydney,57,-33.8793467,151.208123
597.75,4,3.0,Entire home/apt,4.75,Ku-Ring-Gai,4,-33.786917103175654,151.1758401402364
266.58,2,1.0,Entire home/apt,5.0,Lane Cove,6,-33.80598604213102,151.16028242272756
281.5,4,2.0,Entire home/apt,4.88,Canada Bay,25,-33.8275739,151.087356
694.0,5,3.0,Entire home/apt,4.94,Auburn,16,-33.8483241,151.0733709
190.0,2,1.0,Entire home/apt,4.59,Sydney,147,-33.874972,151.2189186
455.2,4,2.0,Entire home/apt,4.55,Sydney,22,-33.91352,151.21015
321.33,4,2.0,Entire home/apt,4.84,Mosman,73,-33.82274946888584,151.2437203153968
727.5,8,5.0,Entire home/apt,3.0,Waverley,1,-33.8674843,151.2796746
349.98,4,2.0,Entire home/apt,4.88,Auburn,32,-33.82509,151.07908
489.0,8,4.0,Entire home/apt,4.91,Hurstville,53,-33.9524792,151.0607138
275.5,4,2.0,Entire home/apt,4.36,Burwood,28,-33.8697553,151.0949345
261.5,4,2.0,Entire home/apt,4.13,Burwood,15,-33.8697791,151.0949952
1001.0,8,4.0,Entire home/apt,5.0,Sutherland Shire,6,-34.0686139,151.1540586
166.0,4,1.0,Entire home/apt,4.92,Liverpool,25,-33.915806774334506,150.92830397887568
399.6,4,2.0,Entire home/apt,5.0,Manly,11,-33.7895982,151.2394318
204.0,2,1.0,Entire home/apt,4.97,Ku-Ring-Gai,66,-33.77522030431596,151.1517067735986
373.5,5,2.0,Entire home/apt,4.98,Auburn,50,-33.84719872535953,151.07409897024564
137.7,2,1.0,Entire home/apt,5.0,Sydney,4,-33.88594,151.20837
205.0,4,1.0,Entire home/apt,4.85,Botany Bay,143,-33.934927324922874,151.193197512211
145.5,2,1.0,Private room,4.0,Manly,5,-33.7886081,151.284345
313.93,8,3.0,Entire home/apt,4.73,Liverpool,74,-33.916103,150.922108
250.0,3,1.0,Entire home/apt,4.42,Sydney,38,-33.88219,151.2035
673.5,6,3.0,Entire home/apt,4.91,Marrickville,44,-33.90122410499042,151.1660535595531
1796.29,5,3.0,Entire home/apt,4.0,Waverley,2,-33.892038,151.2717951
319.57,5,2.0,Entire home/apt,5.0,Ryde,3,-33.77427864300165,151.11882447599538
1125.0,9,3.0,Entire home/apt,5.0,Hornsby,30,-33.53878,151.24241
199.71,4,1.0,Entire home/apt,4.61,Manly,62,-33.7919746,151.2852333
404.0,4,2.0,Entire home/apt,4.5,Warringah,34,-33.7249143,151.297716
362.89,5,2.0,Entire home/apt,4.71,Sutherland Shire,164,-34.0464635,151.1507388
430.36,6,3.0,Entire home/apt,4.51,Sydney,35,-33.85773,151.20398
250.8,2,1.0,Entire home/apt,4.48,Sydney,27,-33.877976837496,151.22672650610153
251.5,2,1.0,Entire home/apt,4.96,Sydney,98,-33.87272111132624,151.22405100479048
420.5,5,2.0,Entire home/apt,4.81,Waverley,158,-33.8885501,151.278175
394.0,3,1.0,Entire home/apt,4.87,Manly,79,-33.79659744703191,151.28586684958844
208.0,4,1.0,Entire home/apt,4.7,Sydney,77,-33.8756625,151.2238366
179.36,2,1.0,Entire home/apt,4.91,Warringah,23,-33.78104835819535,151.2695348683724
686.0,5,3.0,Entire home/apt,4.92,North Sydney,24,-33.8365272,151.1999398
253.0,2,1.0,Entire home/apt,4.81,Auburn,21,-33.83258962444722,151.07243246898477
276.77,2,1.0,Entire home/apt,4.5,Randwick,36,-33.92492,151.25517
434.0,2,1.0,Entire home/apt,4.38,North Sydney,8,-33.84179346434314,151.21252510861487
211.0,4,2.0,Entire home/apt,4.75,Parramatta,16,-33.7802894,150.9851271
536.5,4,2.0,Entire home/apt,4.88,Warringah,8,-33.7787653822694,151.28238425253105
416.53,4,2.0,Entire home/apt,4.82,Sydney,74,-33.8602935,151.2031133
460.0,5,2.0,Entire home/apt,4.81,Warringah,81,-33.61627,151.20559
1169.75,8,4.0,Entire home/apt,5.0,Willoughby,1,-33.79691,151.20674
1312.5,7,4.0,Entire home/apt,4.74,Pittwater,31,-33.6171218,151.328061
314.0,3,1.0,Entire home/apt,4.88,Sydney,142,-33.87478,151.21703
601.5,10,6.0,Entire home/apt,4.73,Hornsby,45,-33.76248,151.0503
354.0,2,1.0,Entire home/apt,4.95,Sutherland Shire,62,-34.07168093914389,151.012758096493
103.0,4,4.0,Private room,4.0,Woollahra,1,-33.8799081,151.2577646
117.67,5,2.0,Entire home/apt,3.0,North Sydney,1,-33.8516307,151.2177256
308.0,4,2.0,Entire home/apt,4.67,Ryde,49,-33.81742898102438,151.10385620761497
455.0,4,2.0,Entire home/apt,4.97,North Sydney,79,-33.849479923285344,151.2143174774794
371.0,8,3.0,Entire home/apt,4.59,Hornsby,32,-33.7104989,151.0965871
181.5,4,1.0,Entire home/apt,4.48,Fairfield,42,-33.89068965954834,150.93483563080986
308.5,4,2.0,Entire home/apt,4.92,Hurstville,86,-33.955181734781185,151.05032679585264
287.5,6,2.0,Entire home/apt,4.64,Canada Bay,53,-33.86645010000001,151.0921281
270.14,8,4.0,Entire home/apt,4.49,Liverpool,71,-33.94535826787345,150.8053822824482
383.0,4,2.0,Entire home/apt,5.0,Sutherland Shire,123,-34.0821742415846,151.1440308128105
352.0,5,2.0,Entire home/apt,4.82,Sutherland Shire,77,-34.058247464921905,151.15755843671306
680.0,11,5.0,Entire home/apt,4.74,Hornsby,50,-33.7104989,151.0965871
1540.6,8,4.0,Entire home/apt,5.0,Manly,4,-33.79096687702101,151.28566633925277
223.73,2,1.0,Entire home/apt,4.07,Parramatta,14,-33.8194,151.0062362
257.0,2,1.0,Entire home/apt,4.97,Sydney,36,-33.874466159634274,151.1859478801489
1175.5,4,2.0,Entire home/apt,4.91,Waverley,47,-33.89876,151.27309
314.0,2,1.0,Entire home/apt,4.4,Strathfield,10,-33.86111,151.07912
730.0,4,2.0,Entire home/apt,4.71,Warringah,42,-33.74355,151.30203
253.0,2,1.0,Entire home/apt,4.91,Manly,11,-33.79909,151.28612
291.0,4,2.0,Entire home/apt,4.81,Randwick,21,-33.92162,151.22596
320.4,4,2.0,Entire home/apt,4.67,Sydney,30,-33.8825,151.21968
204.67,2,1.0,Entire home/apt,4.81,Waverley,16,-33.8946,151.253
357.67,2,1.0,Entire home/apt,5.0,Woollahra,4,-33.8854816,151.2552563
366.86,4,2.0,Entire home/apt,5.0,Warringah,3,-33.7546,151.28369
385.0,4,2.0,Entire home/apt,4.17,Holroyd,12,-33.81551982030089,150.99206931610246
581.0,8,4.0,Entire home/apt,4.8,Leichhardt,46,-33.8773454,151.1649672
278.0,6,1.0,Entire home/apt,4.54,Fairfield,13,-33.8979417,150.9362645
194.14,2,1.0,Entire home/apt,4.83,Sydney,18,-33.8749951,151.2190097
322.5,2,1.0,Entire home/apt,4.92,Manly,115,-33.7963135,151.2864861
410.0,4,2.0,Entire home/apt,4.75,Auburn,28,-33.82995687396195,151.0728644043831
150.0,2,1.0,Entire home/apt,4.83,Parramatta,121,-33.8129533434211,151.0611182558197
243.5,2,1.0,Entire home/apt,4.87,Sydney,77,-33.87744,151.21035
397.5,2,1.0,Entire home/apt,4.78,Warringah,45,-33.74283599789741,151.30129643308567
377.0,5,2.0,Entire home/apt,5.0,Holroyd,19,-33.80839,150.98594
579.5,4,2.0,Entire home/apt,4.98,North Sydney,107,-33.84372,151.22389
339.0,3,2.0,Entire home/apt,4.67,Hunters Hill,6,-33.8359082,151.1582303
491.0,4,2.0,Entire home/apt,4.94,Sydney,49,-33.87078422700801,151.22800810488658
410.82,5,2.0,Entire home/apt,4.81,Sydney,149,-33.8572212,151.2023052
355.33,2,1.0,Entire home/apt,4.96,Waverley,24,-33.8938816,151.2696086
412.0,6,3.0,Entire home/apt,5.0,Hornsby,3,-33.6798,151.10685
529.0,6,3.0,Entire home/apt,4.93,Hornsby,14,-33.680684,151.106143
924.5,8,3.0,Entire home/apt,4.8,Pittwater,5,-33.62436180880217,151.3365089893341
935.83,7,3.0,Entire home/apt,5.0,Mosman,7,-33.83371,151.23275
719.0,6,3.0,Entire home/apt,4.84,Sydney,37,-33.8688634,151.1952018
881.0,7,4.0,Entire home/apt,5.0,Warringah,1,-33.7780946,151.2806779
336.67,4,2.0,Entire home/apt,4.88,Ryde,49,-33.77941,151.12222
501.0,10,5.0,Entire home/apt,4.67,Blacktown,24,-33.68988460000001,150.8842515
390.5,4,2.0,Entire home/apt,4.87,Sydney,45,-33.86713,151.20315
217.0,2,1.0,Private room,4.99,Sydney,103,-33.8694654,151.1932609
593.5,4,2.0,Entire home/apt,4.78,North Sydney,60,-33.8491658,151.215739
360.0,7,3.0,Entire home/apt,4.4,Blacktown,73,-33.7367756228969,150.8514101647359
409.0,6,3.0,Entire home/apt,4.53,Sydney,60,-33.89273,151.18952
281.3,6,2.0,Entire home/apt,4.84,Rockdale,88,-33.9376,151.14994
281.3,6,2.0,Entire home/apt,4.77,Rockdale,13,-33.93831,151.1491
303.67,3,1.0,Entire home/apt,4.81,Sydney,84,-33.86348,151.20719
571.0,8,2.0,Entire home/apt,4.83,The Hills Shire,6,-33.40173,150.97815
194.9,3,1.0,Entire home/apt,5.0,Waverley,1,-33.889218123180946,151.27115605767213
382.5,5,3.0,Entire home/apt,5.0,The Hills Shire,18,-33.43872954009208,150.89627851216432
130.89,2,1.0,Entire home/apt,4.91,Sydney,11,-33.863542,151.207876
374.69,6,3.0,Entire home/apt,4.0,Marrickville,3,-33.8937,151.14554
37.1,2,1.0,Entire home/apt,4.11,Warringah,9,-33.74665702990288,151.22141584768772
604.5,10,5.0,Entire home/apt,4.4,Rockdale,35,-34.00217,151.13361
899.5,10,4.0,Entire home/apt,4.31,Sutherland Shire,35,-34.080668552451364,151.1566214923517
253.25,5,2.0,Entire home/apt,4.87,Waverley,124,-33.8885703,151.278178
555.2,4,2.0,Entire home/apt,4.91,Sydney,22,-33.9008354,151.2047347
172.33,2,1.0,Entire home/apt,5.0,Waverley,1,-33.893745140055344,151.26341792209016
194.33,3,1.0,Entire home/apt,5.0,Waverley,1,-33.879588873716386,151.27598064004658
166.33,2,1.0,Entire home/apt,4.33,Waverley,3,-33.8936828,151.2633911
748.0,6,3.0,Entire home/apt,4.67,Warringah,6,-33.7768403,151.2823634
70.77,2,1.0,Entire home/apt,5.0,Sydney,1,-33.865630599848025,151.22534852721932
314.0,4,1.0,Entire home/apt,4.78,Sydney,88,-33.87401,151.19744
325.0,3,2.0,Entire home/apt,4.55,Sydney,115,-33.87871,151.18943
355.67,5,2.0,Entire home/apt,4.83,Pittwater,6,-33.68953099242696,151.2940609617059
575.0,6,3.0,Entire home/apt,4.89,Sutherland Shire,18,-34.08265,151.1257
350.0,9,3.0,Entire home/apt,4.96,Waverley,71,-33.8864225572661,151.27540226770944
302.0,2,1.0,Entire home/apt,5.0,Botany Bay,1,-33.95275,151.23081
123.29,4,2.0,Entire home/apt,4.86,Mosman,22,-33.82726,151.2336
442.25,6,3.0,Entire home/apt,4.33,Willoughby,6,-33.78881733789588,151.1764383779324
570.67,10,5.0,Entire home/apt,4.0,Blacktown,6,-33.6860173,150.8958334
611.0,5,2.0,Entire home/apt,4.33,Hornsby,3,-33.53849822036057,151.2396866312489
247.0,2,1.0,Entire home/apt,4.5,Lane Cove,32,-33.8071311,151.1657866
226.33,2,1.0,Entire home/apt,4.46,Sydney,13,-33.898658,151.1968226
293.0,2,1.0,Entire home/apt,4.9,Waverley,40,-33.89606009437136,151.25405884274014
751.0,6,3.0,Entire home/apt,4.89,Sydney,18,-33.87928,151.18444
600.0,4,3.0,Entire home/apt,4.85,Marrickville,13,-33.912563816979926,151.15452118035913
233.0,5,2.0,Entire home/apt,4.52,Auburn,25,-33.84896,151.07479
277.44,3,1.0,Entire home/apt,3.0,Woollahra,1,-33.87288323948331,151.2355093455877
280.0,2,1.0,Entire home/apt,4.81,Sydney,178,-33.8698606,151.2258031
1206.5,9,5.0,Entire home/apt,5.0,Randwick,2,-33.919209689561114,151.24997007056285
345.0,5,2.0,Entire home/apt,4.48,Sydney,121,-33.87861372236891,151.20411496037656
228.29,6,2.0,Entire home/apt,4.89,Mosman,47,-33.82255714811769,151.24319874005408
277.0,4,1.0,Entire home/apt,4.49,Sydney,83,-33.87848,151.20411
287.0,3,1.0,Entire home/apt,4.57,Sydney,58,-33.87947,151.20643
220.58,4,2.0,Entire home/apt,4.94,North Sydney,36,-33.848165611083495,151.21499757316786
229.0,2,1.0,Entire home/apt,4.91,Sutherland Shire,54,-34.05625,151.07996
278.5,4,1.0,Entire home/apt,4.87,Sydney,69,-33.8853458006237,151.1969538459186
771.11,6,3.0,Entire home/apt,4.8,Randwick,5,-33.90982243474673,151.25438262355073
1383.0,12,5.0,Entire home/apt,4.88,Sutherland Shire,60,-34.08467,151.15324
263.7,6,2.0,Entire home/apt,4.83,Botany Bay,76,-33.93332,151.19523
410.0,6,3.0,Entire home/apt,4.52,Hornsby,29,-33.7317,151.06398
1470.5,8,5.0,Entire home/apt,5.0,Pittwater,8,-33.60565,151.32335
156.86,2,1.0,Entire home/apt,4.71,Randwick,7,-33.94214,151.24089
471.0,4,2.0,Entire home/apt,4.76,Randwick,51,-33.92037,151.24949
336.5,2,1.0,Entire home/apt,4.75,Waverley,48,-33.8869133,151.2788557
613.0,6,3.0,Entire home/apt,4.98,Warringah,52,-33.70818432587683,151.30408888087422
239.99,2,1.0,Entire home/apt,4.97,Sydney,68,-33.87309,151.17868
500.33,4,2.0,Entire home/apt,5.0,Sydney,2,-33.92119,151.19527
322.33,5,2.0,Entire home/apt,4.8,Willoughby,5,-33.79905,151.18046
385.0,2,1.0,Entire home/apt,4.66,North Sydney,123,-33.84989,151.21472
278.5,2,1.0,Entire home/apt,4.95,Sydney,37,-33.88905,151.19481
351.81,7,2.0,Entire home/apt,4.87,Sydney,108,-33.87186748965802,151.1949387672385
745.0,12,4.0,Entire home/apt,4.73,Marrickville,93,-33.8975626,151.1737188
462.5,2,1.0,Entire home/apt,4.96,Sydney,100,-33.88803,151.22858
288.0,2,1.0,Entire home/apt,4.71,Willoughby,21,-33.7950931,151.1846058
278.5,6,3.0,Entire home/apt,4.99,Bankstown,76,-33.89194,150.99139
379.5,4,2.0,Entire home/apt,4.73,Waverley,33,-33.8973707,151.2696542
122.0,2,1.0,Private room,4.33,Sydney,46,-33.87646,151.22053
192.33,2,1.0,Entire home/apt,4.88,Manly,146,-33.7968317,151.2858639
348.67,2,1.0,Entire home/apt,4.8,Sydney,65,-33.8682,151.22387
319.53,6,4.0,Entire home/apt,4.72,The Hills Shire,95,-33.647403395428135,150.881745511521
438.21,4,2.0,Entire home/apt,4.86,Sydney,80,-33.862721651305606,151.20477122853904
450.0,4,2.0,Entire home/apt,4.65,Sydney,31,-33.90354,151.21177
347.0,4,1.0,Entire home/apt,4.41,Sydney,29,-33.8772248,151.203581
391.5,5,2.0,Entire home/apt,4.25,Willoughby,4,-33.79971176754264,151.178442007699
560.0,9,4.0,Entire home/apt,4.63,Hornsby,35,-33.7128,151.03902
510.0,6,3.0,Entire home/apt,5.0,Warringah,3,-33.7429703178752,151.2898829714373
200.0,2,1.0,Entire home/apt,4.98,Canterbury,44,-33.91476769465973,151.13678829287124
1794.5,6,3.0,Entire home/apt,5.0,Pittwater,1,-33.63267,151.33645
166.83,3,1.0,Entire home/apt,4.86,Botany Bay,259,-33.93306,151.19462
1182.0,8,4.0,Entire home/apt,5.0,Warringah,1,-33.777415891704734,151.28931485116482
1495.33,6,3.0,Entire home/apt,4.69,Woollahra,13,-33.88001,151.2238
216.82,2,1.0,Entire home/apt,4.91,North Sydney,53,-33.83137,151.22085
409.0,4,2.0,Entire home/apt,4.42,Marrickville,33,-33.89896426231936,151.17558357648548
809.56,11,5.0,Entire home/apt,4.75,Waverley,4,-33.90067,151.26307
827.5,4,2.0,Entire home/apt,4.92,Sydney,25,-33.8758143,151.2192888
319.67,4,2.0,Entire home/apt,5.0,Warringah,1,-33.75617210800687,151.29285744689696
157.14,2,1.0,Entire home/apt,5.0,Sutherland Shire,7,-34.05047,151.12195
1715.5,13,6.0,Entire home/apt,4.96,Warringah,46,-33.77341259930128,151.27522063491702
286.58,4,2.0,Entire home/apt,4.53,Sydney,53,-33.87537,151.19675
208.27,4,1.0,Entire home/apt,4.86,Waverley,125,-33.88863916256731,151.27823937301636
456.5,2,1.0,Entire home/apt,4.98,Warringah,43,-33.78146278361125,151.28517531163942
316.2,4,2.0,Entire home/apt,4.71,The Hills Shire,58,-33.616409,150.9084415
1483.67,8,5.0,Entire home/apt,5.0,Pittwater,2,-33.67116,151.30934
310.4,6,2.0,Entire home/apt,4.75,Burwood,75,-33.87061538813218,151.10641567902232
349.0,3,1.0,Entire home/apt,5.0,Hornsby,12,-33.73742443701994,151.0433296460327
223.33,2,1.0,Entire home/apt,4.53,Sydney,49,-33.8756292,151.2249981
303.0,4,1.0,Entire home/apt,5.0,Marrickville,2,-33.8987469,151.1762113
464.8,6,3.0,Entire home/apt,4.69,Sydney,68,-33.87841762324588,151.189650004331
473.6,2,1.0,Entire home/apt,5.0,Woollahra,38,-33.87696689287856,151.23848155226077
90.68,12,5.0,Entire home/apt,5.0,The Hills Shire,1,-33.692184684033194,150.960392487504
326.0,2,1.0,Entire home/apt,4.89,Waverley,70,-33.8872048,151.2718386
280.73,3,1.0,Entire home/apt,5.0,Sydney,34,-33.8747581,151.2206718
480.0,6,1.0,Entire home/apt,5.0,Hornsby,1,-33.71127,151.09761
288.0,2,1.0,Entire home/apt,4.09,Waverley,11,-33.89318,151.24802
292.0,4,1.0,Entire home/apt,4.98,Waverley,47,-33.8895678,151.27139
747.5,10,4.0,Entire home/apt,4.82,Warringah,38,-33.77727849800959,151.2840510159731
240.0,4,1.0,Entire home/apt,4.98,Warringah,89,-33.7745487,151.2802644
380.0,2,1.0,Entire home/apt,4.53,Sydney,70,-33.87907,151.20519
177.0,2,1.0,Entire home/apt,4.85,Bankstown,96,-33.95565,151.01342
370.71,2,2.0,Entire home/apt,4.95,Sydney,22,-33.87371,151.22065
309.5,9,4.0,Entire home/apt,4.43,The Hills Shire,28,-33.62104441907282,150.90504557826077
393.0,5,2.0,Entire home/apt,4.83,Auburn,58,-33.85194,151.06314
426.39,4,2.0,Entire home/apt,4.96,Waverley,23,-33.8981468793527,151.26990115344236
799.0,4,3.0,Entire home/apt,4.93,Waverley,103,-33.85871,151.28354
970.0,6,4.0,Entire home/apt,4.8,Waverley,10,-33.89671,151.24449
142.84,2,1.0,Entire home/apt,4.86,Waverley,14,-33.8978441,151.269472
456.67,2,1.0,Entire home/apt,5.0,Sydney,29,-33.86835,151.22272
367.0,4,2.0,Entire home/apt,4.86,Warringah,88,-33.75458042084774,151.29517635979877
1341.0,10,5.0,Entire home/apt,4.92,Pittwater,24,-33.63791965496094,151.32649441304943
231.33,3,1.0,Entire home/apt,4.79,Sydney,14,-33.88549244197881,151.20276852685112
284.15,4,2.0,Entire home/apt,4.75,Auburn,67,-33.84717424265222,151.07510565977182
376.59,1,1.0,Entire home/apt,4.83,Waverley,24,-33.88557,151.27527
540.16,10,4.0,Entire home/apt,5.0,Willoughby,5,-33.7906279,151.1824937
245.36,5,2.0,Entire home/apt,4.89,Waverley,114,-33.8855883,151.2726675
388.0,5,2.0,Entire home/apt,4.88,Rockdale,58,-33.93147,151.14089
