price,accommodates,bedrooms,room_type,review_scores_rating,neighbourhood,number_of_reviews,latitude,longitude
1028.0,6,3.0,Entire home/apt,4.74,North Sydney,242,-33.8506,151.21621
437.5,4,2.0,Entire home/apt,4.66,North Sydney,174,-33.85028,151.21797
204.4,1,1.0,Entire home/apt,4.77,Marrickville,31,-33.90575,151.17743
142.0,2,1.0,Private room,4.41,Ryde,61,-33.8154,151.0976
224.43,4,2.0,Entire home/apt,4.91,Waverley,55,-33.8931306,151.2726126
388.0,2,1.0,Entire home/apt,4.93,Manly,15,-33.80748,151.28865
152.0,3,1.0,Private room,4.36,Ryde,28,-33.81495,151.09784
157.0,2,1.0,Private room,4.67,Ryde,3,-33.81518,151.09742
199.0,4,1.0,Private room,4.2,Ryde,20,-33.81493,151.09604
330.0,4,2.0,Entire home/apt,4.55,Waverley,86,-33.89111,151.2856
284.76,2,1.0,Entire home/apt,5.0,Waverley,2,-33.88752,151.28326
169.0,3,1.0,Private room,4.32,Lane Cove,19,-33.81944,151.18193
205.0,4,1.0,Private room,4.38,Lane Cove,16,-33.8199,151.18423
151.0,2,1.0,Private room,4.53,Lane Cove,36,-33.82025,151.18354
133.0,2,1.0,Private room,4.63,Lane Cove,139,-33.82015,151.18362
551.0,2,1.0,Entire home/apt,4.96,Hornsby,189,-33.54243,151.14482
1350.67,8,4.0,Entire home/apt,5.0,Pittwater,2,-33.63655,151.30889
252.67,2,1.0,Entire home/apt,4.79,Waverley,113,-33.8873,151.27427
252.0,2,1.0,Entire home/apt,4.91,Pittwater,191,-33.67525100708008,151.31459045410156
205.5,4,2.0,Entire home/apt,4.69,Hornsby,95,-33.75946,151.07932
414.2,2,1.0,Entire home/apt,4.85,Sydney,27,-33.87184524536133,151.22268676757812
381.0,5,2.0,Entire home/apt,4.54,North Sydney,108,-33.82498,151.19934
499.5,7,3.0,Entire home/apt,4.42,North Sydney,72,-33.82487,151.1992
178.02,2,1.0,Entire home/apt,4.73,Sydney,226,-33.87022,151.22484
177.5,2,1.0,Entire home/apt,4.83,Marrickville,299,-33.90085,151.17445
85.16,5,3.0,Entire home/apt,4.75,Woollahra,20,-33.88432,151.24124
401.0,4,2.0,Entire home/apt,4.52,Sydney,46,-33.86018,151.20348
342.5,2,1.0,Entire home/apt,4.94,Pittwater,185,-33.6332,151.31724
576.0,3,1.0,Entire home/apt,4.79,Randwick,104,-33.91693,151.25869
172.0,2,1.0,Private room,3.85,Sydney,53,-33.87023,151.19549
172.0,2,1.0,Private room,4.12,Sydney,84,-33.87247,151.19569
276.0,4,1.0,Private room,4.06,Sydney,33,-33.87242,151.19382
1636.0,8,4.0,Entire home/apt,5.0,Warringah,19,-33.7127,151.29962
285.5,2,1.0,Entire home/apt,4.98,Warringah,110,-33.73431,151.27165
211.5,2,1.0,Entire home/apt,4.71,Lane Cove,42,-33.82753,151.18435
203.0,2,1.0,Entire home/apt,4.84,Warringah,159,-33.76262,151.2999
231.8,2,1.0,Entire home/apt,4.95,Marrickville,78,-33.88823,151.16268
223.0,2,1.0,Entire home/apt,4.73,Randwick,37,-33.94161,151.24747
346.62,6,3.0,Entire home/apt,4.82,Woollahra,129,-33.884556,151.228928
615.1,7,3.0,Entire home/apt,4.87,Hornsby,63,-33.54765,151.22757
295.67,2,1.0,Entire home/apt,4.65,Sydney,48,-33.88392,151.19201
371.0,2,1.0,Entire home/apt,4.97,Pittwater,102,-33.63081812189713,151.3350190007142
71.57,3,2.0,Entire home/apt,5.0,North Sydney,1,-33.822572259862575,151.20731447601855
679.0,5,3.0,Entire home/apt,4.91,Leichhardt,22,-33.85789,151.19311
261.0,3,1.0,Private room,4.9,North Sydney,30,-33.84152,151.20853
234.0,2,1.0,Private room,4.7,North Sydney,27,-33.84152,151.20853
189.0,2,1.0,Private room,4.71,Sydney,42,-33.8824,151.20459
420.0,2,1.0,Entire home/apt,4.91,North Sydney,202,-33.84845733642578,151.20611572265625
511.0,4,2.0,Entire home/apt,4.85,North Sydney,231,-33.84845733642578,151.20611572265625
174.25,2,1.0,Entire home/apt,4.96,Willoughby,91,-33.80548,151.17785
152.0,3,1.0,Private room,4.53,Sydney,105,-33.8824,151.20459
149.0,2,1.0,Private room,4.49,Sydney,57,-33.8824,151.20459
139.0,2,1.0,Private room,4.48,Sydney,40,-33.8824,151.20459
142.0,2,1.0,Private room,5.0,Waverley,4,-33.89295,151.25816
59.17,3,1.0,Entire home/apt,4.63,Woollahra,41,-33.88429,151.24052
211.0,2,1.0,Private room,4.93,Sydney,42,-33.86011,151.20686
269.0,2,1.0,Private room,4.67,Sydney,12,-33.86011,151.20686
359.0,3,1.0,Entire home/apt,4.93,Waverley,41,-33.89121,151.27356
249.0,2,1.0,Entire home/apt,4.74,Ashfield,93,-33.88545,151.12544
288.5,2,1.0,Entire home/apt,4.55,Sydney,77,-33.8858,151.21089
329.5,6,2.0,Entire home/apt,4.9,Warringah,39,-33.72442,151.29969
342.4,3,3.0,Private room,5.0,Canada Bay,1,-33.83614,151.08959
437.33,8,3.0,Entire home/apt,4.65,Randwick,68,-33.9832,151.23722
551.67,6,3.0,Entire home/apt,4.85,Waverley,119,-33.89259,151.27269
742.0,4,2.0,Entire home/apt,4.97,Mosman,31,-33.82653,151.24306
1198.5,6,3.0,Entire home/apt,4.98,Sutherland Shire,149,-34.08183,151.15903
171.0,1,1.0,Private room,4.5,North Sydney,6,-33.84114,151.21863
1427.0,6,3.0,Entire home/apt,4.89,Sydney,130,-33.89889,151.19427
1303.0,10,4.0,Entire home/apt,4.77,Pittwater,53,-33.59835886249099,151.3192934883321
185.0,2,1.0,Private room,4.52,Ryde,21,-33.80777,151.07304
327.5,2,1.0,Entire home/apt,4.95,Sutherland Shire,174,-34.0817,151.15845
168.0,2,1.0,Entire home/apt,4.76,Sydney,444,-33.8996,151.19195
247.25,4,1.0,Entire home/apt,4.75,Waverley,59,-33.89064,151.27089
785.62,8,4.0,Entire home/apt,4.93,Manly,14,-33.79603,151.25993
159.0,2,1.0,Private room,4.17,Sydney,63,-33.87785,151.21999
160.0,3,1.0,Private room,4.62,North Sydney,130,-33.84076,151.21993
187.0,2,1.0,Private room,4.86,North Sydney,7,-33.84111,151.22048
131.0,2,1.0,Private room,4.72,North Sydney,36,-33.84083,151.21858
120.0,2,1.0,Private room,4.34,North Sydney,65,-33.84038,151.21825
120.0,2,1.0,Private room,4.34,North Sydney,73,-33.83949,151.21838
109.0,1,1.0,Private room,4.63,North Sydney,94,-33.84122,151.2181
542.5,4,2.0,Entire home/apt,4.88,Manly,52,-33.79684,151.25014
306.5,6,2.0,Entire home/apt,4.88,Willoughby,90,-33.79463,151.18562
53.83,3,1.0,Entire home/apt,4.84,Hornsby,116,-33.7077,151.09921
233.0,3,1.0,Entire home/apt,4.46,Liverpool,76,-33.93214,150.92172
222.6,2,1.0,Entire home/apt,4.82,Sydney,65,-33.89248,151.20322
320.0,2,1.0,Entire home/apt,4.89,Hornsby,111,-33.52918,151.13856
320.0,2,1.0,Entire home/apt,4.9,Hornsby,20,-33.5284,151.13763
190.0,2,1.0,Private room,4.0,Ryde,6,-33.80746,151.07318
505.0,4,2.0,Entire home/apt,4.79,North Sydney,159,-33.8486007,151.2054247
699.5,4,2.0,Entire home/apt,4.52,Sydney,99,-33.86985,151.19882
263.4,3,1.0,Entire home/apt,4.38,Sydney,146,-33.87847,151.20711
316.6,2,1.0,Entire home/apt,4.83,Randwick,52,-33.917793,151.257706
326.6,2,1.0,Entire home/apt,4.87,Randwick,30,-33.917789,151.257629
254.0,4,2.0,Entire home/apt,4.9,Sydney,42,-33.88804,151.17899
1255.33,4,2.0,Entire home/apt,5.0,Hornsby,16,-33.5437,151.14606
568.89,10,4.0,Entire home/apt,4.69,Sutherland Shire,13,-34.08166,151.15675
67.16,4,2.0,Entire home/apt,5.0,Sydney,2,-33.87554,151.2137
396.33,4,2.0,Entire home/apt,4.22,Willoughby,18,-33.82192,151.19526
292.0,2,1.0,Private room,4.83,Sydney,18,-33.87767,151.22043
163.0,2,1.0,Private room,4.84,Sydney,45,-33.87767,151.22043
138.18,2,2.0,Entire home/apt,4.5,Waverley,2,-33.87671,151.27274
410.5,4,2.0,Entire home/apt,4.48,Auburn,66,-33.82798,151.07865
566.0,6,2.0,Entire home/apt,4.95,Manly,77,-33.79565,151.278976
312.68,4,2.0,Entire home/apt,4.71,Manly,34,-33.78765,151.28464
119.0,1,1.0,Entire home/apt,4.5,Leichhardt,46,-33.88703,151.15829
1901.96,16,7.0,Entire home/apt,4.83,Pittwater,36,-33.60371,151.32889
244.21,2,1.0,Entire home/apt,4.88,Woollahra,66,-33.87551,151.27224
228.0,3,1.0,Entire home/apt,4.54,Willoughby,26,-33.79744,151.18072
230.0,3,1.0,Entire home/apt,4.79,Willoughby,14,-33.79526,151.17885
342.5,4,2.0,Entire home/apt,4.84,Pittwater,106,-33.60457,151.33064
212.0,3,1.0,Entire home/apt,4.96,Willoughby,24,-33.79714,151.17926
503.5,4,2.0,Entire home/apt,4.84,Woollahra,96,-33.885,151.22981
209.0,3,1.0,Entire home/apt,4.64,Willoughby,11,-33.79699,151.17889
75.33,2,1.0,Private room,4.43,Marrickville,97,-33.91866,151.15335
867.0,4,2.0,Entire home/apt,4.88,Waverley,146,-33.89539,151.27399
276.0,2,1.0,Private room,4.75,Sydney,4,-33.87662,151.22013
256.5,2,1.0,Entire home/apt,4.82,Sydney,147,-33.89562,151.1972
559.33,4,2.0,Entire home/apt,4.99,Manly,70,-33.795799,151.278992
913.0,4,2.0,Entire home/apt,3.0,The Hills Shire,1,-33.74749,150.9547
394.0,2,1.0,Entire home/apt,4.95,Sutherland Shire,39,-34.06056,151.12831
216.67,4,1.0,Entire home/apt,4.88,Marrickville,258,-33.90312,151.13591
1040.5,16,5.0,Entire home/apt,4.92,Hornsby,195,-33.48405977564794,151.08484904480372
552.0,6,2.0,Entire home/apt,4.82,Sydney,211,-33.871185302734375,151.2275390625
340.0,3,1.0,Entire home/apt,4.91,Pittwater,133,-33.63331,151.31347
212.6,2,1.0,Entire home/apt,4.49,Ashfield,55,-33.8868,151.12313
359.5,4,2.0,Entire home/apt,4.95,Sutherland Shire,136,-34.08324,151.15711
361.67,6,3.0,Entire home/apt,4.41,Hornsby,39,-33.70486,151.09629
732.0,4,2.0,Entire home/apt,4.81,North Sydney,231,-33.85039,151.21601
433.0,4,2.0,Entire home/apt,4.7,Auburn,10,-33.82773,151.07476
415.0,4,2.0,Entire home/apt,4.7,Sydney,184,-33.87307,151.22467
356.75,4,2.0,Entire home/apt,5.0,Willoughby,53,-33.80313,151.17501
1369.5,8,4.0,Entire home/apt,4.92,Pittwater,64,-33.64303,151.31615
1208.33,8,3.0,Entire home/apt,5.0,Randwick,1,-33.93225,151.25703
485.0,6,3.0,Entire home/apt,4.67,Hornsby,24,-33.51791,151.17653
381.0,2,1.0,Private room,4.92,Sydney,48,-33.86425,151.21048
95.34,2,1.0,Entire home/apt,5.0,Pittwater,3,-33.59951,151.3207
206.0,2,1.0,Entire home/apt,4.8,Marrickville,316,-33.90081,151.17444
253.0,2,1.0,Entire home/apt,4.59,Waverley,127,-33.8891354,151.2615924
989.33,8,4.0,Entire home/apt,4.94,Pittwater,31,-33.62329,151.31859
137.76,4,2.0,Entire home/apt,5.0,Hornsby,18,-33.58856,151.1151
433.5,8,4.0,Entire home/apt,4.87,Sutherland Shire,60,-34.08758,151.15861
348.8,2,1.0,Entire home/apt,4.86,Randwick,35,-33.917793,151.257706
353.0,7,3.0,Entire home/apt,4.62,Ashfield,128,-33.87389,151.12578
1892.2,7,4.0,Entire home/apt,5.0,Warringah,8,-33.76452,151.30024
491.0,2,2.0,Entire home/apt,4.96,Waverley,116,-33.88288,151.27529
428.0,4,1.0,Private room,4.92,Ku-Ring-Gai,12,-33.75255,151.15083
707.67,6,3.0,Entire home/apt,5.0,Leichhardt,27,-33.88141,151.16218
203.8,4,2.0,Entire home/apt,4.97,Hornsby,33,-33.69848,151.11075
140.29,2,1.0,Entire home/apt,4.63,Parramatta,52,-33.82092,150.99961
233.84,2,1.0,Entire home/apt,4.81,Randwick,31,-33.917789,151.257675
1312.67,7,4.0,Entire home/apt,5.0,Warringah,11,-33.77497,151.28326
316.09,6,3.0,Entire home/apt,4.24,Hornsby,21,-33.70681,151.09596
725.14,10,4.0,Entire home/apt,4.89,Pittwater,9,-33.693699094189135,151.2813348218059
490.0,5,2.0,Entire home/apt,4.29,Manly,52,-33.78996,151.28609
340.5,4,2.0,Entire home/apt,4.69,Auburn,13,-33.82735,151.07634
180.0,4,1.0,Private room,5.0,Pittwater,1,-33.62629,151.28488
190.0,5,1.0,Private room,5.0,Pittwater,1,-33.62709,151.2842
430.0,8,4.0,Entire home/apt,4.91,Blacktown,44,-33.73501747093694,150.83330545574427
99.98,4,2.0,Entire home/apt,4.91,Sutherland Shire,22,-34.06408,151.15348
238.1,2,1.0,Entire home/apt,4.69,North Sydney,13,-33.835540771484375,151.20791625976562
334.0,6,2.0,Entire home/apt,4.87,Willoughby,70,-33.7951545715332,151.1846160888672
391.0,6,2.0,Entire home/apt,4.81,Willoughby,69,-33.79561,151.18359
271.67,2,1.0,Entire home/apt,4.92,Sydney,187,-33.88659,151.22552
380.5,4,2.0,Entire home/apt,4.83,Willoughby,126,-33.7948,151.18553
540.17,4,2.0,Entire home/apt,4.72,Mosman,50,-33.82044327550562,151.25096079131353
302.5,4,2.0,Entire home/apt,4.65,Auburn,107,-33.829,151.07638
682.26,4,2.0,Entire home/apt,5.0,Warringah,1,-33.72566,151.29865
202.5,2,1.0,Entire home/apt,4.92,Burwood,61,-33.89686,151.09723
571.0,8,3.0,Entire home/apt,4.84,Hornsby,57,-33.53846,151.23923
617.0,4,2.0,Entire home/apt,4.7,Sydney,67,-33.86867,151.20541
454.67,4,2.0,Entire home/apt,4.66,Sydney,102,-33.882202,151.213913
536.5,4,2.0,Entire home/apt,5.0,Pittwater,93,-33.66218,151.32412
154.82,2,1.0,Entire home/apt,4.98,Leichhardt,324,-33.88142,151.17474
790.27,10,5.0,Entire home/apt,4.5,Warringah,2,-33.77883,151.28
321.5,4,2.0,Entire home/apt,4.59,Hornsby,39,-33.54777,151.22846
428.0,6,3.0,Entire home/apt,4.57,Warringah,14,-33.78058,151.28184
380.62,4,2.0,Entire home/apt,4.86,Warringah,7,-33.78532028198242,151.2890167236328
228.25,4,2.0,Entire home/apt,4.94,Warringah,16,-33.71387,151.2998
356.62,6,2.0,Entire home/apt,4.62,North Sydney,21,-33.83873,151.21637
395.67,2,1.0,Entire home/apt,4.98,Sydney,46,-33.87513,151.22647
337.0,2,1.0,Entire home/apt,4.93,Sydney,30,-33.87578,151.21616
382.33,4,2.0,Entire home/apt,4.85,Marrickville,48,-33.91006,151.1781
290.0,2,1.0,Entire home/apt,4.99,Ku-Ring-Gai,143,-33.7125544,151.1709306
195.0,2,1.0,Private room,4.68,Waverley,319,-33.88865,151.27029
311.08,4,2.0,Entire home/apt,4.69,Sydney,297,-33.88378,151.21191
348.06,6,3.0,Entire home/apt,4.86,Sydney,291,-33.8912,151.19551
453.22,6,4.0,Entire home/apt,4.75,Waverley,4,-33.88377,151.28257
395.67,4,2.0,Entire home/apt,4.75,Woollahra,8,-33.87763,151.2372
216.0,2,1.0,Private room,4.57,Waverley,21,-33.88865,151.27029
233.84,2,1.0,Entire home/apt,4.86,Randwick,36,-33.917793,151.257706
463.64,5,3.0,Entire home/apt,4.81,Randwick,43,-33.9173469543457,151.255859375
300.0,4,2.0,Entire home/apt,4.89,Marrickville,148,-33.90725,151.15876
196.0,4,1.0,Entire home/apt,4.88,Sutherland Shire,76,-34.05753,151.1102
627.65,7,3.0,Entire home/apt,4.95,Randwick,63,-33.92575258548182,151.25696271657944
359.5,3,1.0,Entire home/apt,4.92,Sydney,122,-33.86996,151.20478
254.0,4,2.0,Entire home/apt,4.85,Hornsby,79,-33.61356,151.09982
188.29,4,2.0,Entire home/apt,4.94,Warringah,190,-33.78593,151.26318
885.4,6,4.0,Entire home/apt,5.0,Pittwater,3,-33.61757,151.33197
380.67,2,1.0,Entire home/apt,4.95,Manly,108,-33.79808807373047,151.288330078125
562.33,3,2.0,Entire home/apt,5.0,Sydney,74,-33.88733,151.22847
236.0,6,2.0,Entire home/apt,4.98,Marrickville,84,-33.91936,151.14672
187.0,4,1.0,Private room,3.25,Lane Cove,4,-33.81865,151.18212
471.69,4,2.0,Entire home/apt,4.83,Waverley,71,-33.89747,151.26439
226.0,2,1.0,Private room,4.94,Waverley,35,-33.88865,151.27029
413.5,6,3.0,Entire home/apt,4.8,Sydney,54,-33.85850374806219,151.20651310302466
410.0,4,2.0,Entire home/apt,4.46,Randwick,148,-33.9204845,151.2484801
338.0,5,1.0,Entire home/apt,4.56,Sydney,133,-33.869015,151.204376
291.6,2,1.0,Entire home/apt,4.85,Randwick,40,-33.917793,151.257706
383.0,4,2.0,Entire home/apt,4.5,Sydney,86,-33.8634,151.20784
209.0,2,1.0,Entire home/apt,4.92,Penrith,109,-33.84731,150.63049
756.5,4,2.0,Entire home/apt,4.96,Manly,53,-33.78652,151.28868
110.86,2,1.0,Entire home/apt,4.92,Waverley,12,-33.88677,151.27348
241.0,4,1.0,Entire home/apt,4.9,Waverley,178,-33.88990783691406,151.2724609375
943.67,2,1.0,Entire home/apt,4.6,Woollahra,72,-33.88071,151.2281
119.0,2,1.0,Entire home/apt,4.32,Leichhardt,38,-33.88666,151.15841
314.0,2,1.0,Entire home/apt,4.74,Sydney,38,-33.89217,151.18454
447.0,4,2.0,Entire home/apt,4.8,Sydney,267,-33.85951,151.20218
532.67,8,3.0,Entire home/apt,4.76,Waverley,100,-33.88774,151.28295
371.67,6,3.0,Entire home/apt,4.0,Rockdale,4,-33.93412,151.15703
348.15,4,2.0,Entire home/apt,4.94,North Sydney,16,-33.835540771484375,151.20791625976562
440.0,3,2.0,Entire home/apt,4.87,Woollahra,169,-33.85109,151.27667
564.88,4,2.0,Entire home/apt,4.42,North Sydney,99,-33.84369,151.20315
322.5,6,3.0,Entire home/apt,4.84,Penrith,190,-33.73728,150.71008
685.0,6,3.0,Entire home/apt,4.85,Hornsby,26,-33.60358,151.0506
153.38,2,1.0,Entire home/apt,4.88,Waverley,168,-33.890602111816406,151.2830352783203
173.0,2,1.0,Entire home/apt,4.72,Waverley,142,-33.90583,151.26241
528.0,4,2.0,Entire home/apt,4.83,Sydney,69,-33.87478,151.20879
519.5,2,1.0,Entire home/apt,4.97,Waverley,59,-33.88897,151.28204
628.0,10,5.0,Entire home/apt,4.65,Penrith,93,-33.68661,150.68077
362.67,2,1.0,Entire home/apt,4.79,Randwick,77,-33.92401,151.25652
169.58,4,1.0,Entire home/apt,4.61,Sydney,51,-33.8729,151.19681
1035.2,6,3.0,Entire home/apt,4.5,Sydney,2,-33.8833,151.212
210.0,2,1.0,Entire home/apt,4.2,Sydney,83,-33.90138,151.21164
233.33,2,1.0,Entire home/apt,4.95,Marrickville,78,-33.89693278431276,151.15210895971362
208.07,2,1.0,Entire home/apt,4.88,Marrickville,140,-33.89780501951619,151.15401779223183
198.27,2,1.0,Entire home/apt,4.9,Ashfield,30,-33.89358,151.1306
212.0,2,1.0,Entire home/apt,4.97,Camden,108,-34.06499,150.69804
365.33,2,1.0,Entire home/apt,4.78,Auburn,9,-33.82648,151.07626
485.0,5,3.0,Entire home/apt,4.87,Botany Bay,89,-33.95029,151.22863
79.95,4,2.0,Entire home/apt,4.5,Sydney,2,-33.91321,151.1822
258.0,4,2.0,Entire home/apt,4.75,Sutherland Shire,111,-34.04797,151.15601
307.0,4,2.0,Entire home/apt,4.74,Auburn,42,-33.8293,151.07601
300.0,4,1.0,Entire home/apt,4.9,Sydney,72,-33.8644446,151.2076491
389.0,6,1.0,Private room,4.76,Waverley,112,-33.88865,151.27029
324.0,2,1.0,Private room,3.83,Waverley,6,-33.88865,151.27029
308.5,2,1.0,Entire home/apt,4.86,Warringah,22,-33.75356,151.29654
331.0,4,2.0,Entire home/apt,4.92,Warringah,59,-33.75559,151.28655
264.88,4,2.0,Entire home/apt,5.0,Sydney,3,-33.89154,151.1953
290.33,2,1.0,Entire home/apt,4.55,Sydney,20,-33.86389,151.20845
245.5,2,1.0,Entire home/apt,4.95,Manly,149,-33.79344,151.28292
217.0,2,1.0,Entire home/apt,4.96,Manly,92,-33.80008,151.24247
285.29,4,2.0,Entire home/apt,4.88,Warringah,159,-33.78167,151.27975
200.0,4,1.0,Private room,3.92,Manly,12,-33.78717,151.28505
229.0,6,1.0,Entire home/apt,4.23,Manly,43,-33.78873,151.2849
212.0,4,1.0,Entire home/apt,4.32,Manly,68,-33.78758,151.28663
171.5,2,1.0,Entire home/apt,4.72,Canterbury,109,-33.94434,151.06332
318.0,4,2.0,Entire home/apt,4.93,Rockdale,86,-33.95711,151.14792
168.5,2,1.0,Entire home/apt,4.98,Warringah,198,-33.7354,151.29477
927.25,6,3.0,Entire home/apt,4.92,Sydney,53,-33.88059,151.21242
154.0,2,1.0,Private room,4.23,Hurstville,13,-33.96632,151.10544
165.02,6,3.0,Entire home/apt,4.38,Warringah,40,-33.72359,151.29357
268.31,4,2.0,Entire home/apt,4.61,Waverley,132,-33.89817,151.26176
289.0,2,1.0,Entire home/apt,4.54,Auburn,35,-33.82615,151.07851
338.0,2,1.0,Entire home/apt,4.0,Auburn,2,-33.82643,151.07709
668.0,12,4.0,Entire home/apt,4.85,Ryde,185,-33.79909,151.08355
271.31,6,3.0,Entire home/apt,4.84,Penrith,107,-33.77988,150.76763
422.33,6,3.0,Entire home/apt,4.93,Sutherland Shire,43,-34.04538,151.15531
414.0,5,2.0,Entire home/apt,4.92,Willoughby,171,-33.79851,151.18264
251.5,3,1.0,Entire home/apt,4.92,Sydney,396,-33.87449,151.18352
355.0,8,3.0,Entire home/apt,4.84,Canada Bay,148,-33.86725,151.10012
327.0,2,1.0,Entire home/apt,4.9,Auburn,30,-33.82671,151.07595
92.63,4,2.0,Entire home/apt,4.83,Pittwater,6,-33.70997,151.2952
1261.0,11,4.0,Entire home/apt,4.9,Sydney,90,-33.88378,151.21408
319.75,2,1.0,Entire home/apt,4.98,Manly,131,-33.79631,151.28648
164.0,1,1.0,Private room,4.26,Sydney,66,-33.88074,151.21016
59.0,1,1.0,Shared room,4.45,Sydney,329,-33.87976,151.21016
175.0,4,1.0,Private room,4.63,Sydney,68,-33.8813,151.20864
325.33,5,3.0,Entire home/apt,4.67,Waverley,89,-33.8886,151.26105
1227.0,8,5.0,Entire home/apt,5.0,Warringah,2,-33.73883,151.29956
237.67,4,2.0,Entire home/apt,4.68,Canterbury,82,-33.92582,151.11445
790.0,4,2.0,Entire home/apt,4.61,Waverley,44,-33.89037,151.28153
842.0,8,4.0,Entire home/apt,4.82,Hornsby,74,-33.54042,151.23862
559.5,5,2.0,Entire home/apt,4.88,Waverley,65,-33.88864,151.27641
238.1,2,1.0,Entire home/apt,4.88,North Sydney,8,-33.835540771484375,151.20791625976562
250.26,2,1.0,Entire home/apt,4.87,Sydney,257,-33.88454,151.21225
221.73,6,3.0,Entire home/apt,5.0,Marrickville,3,-33.89128,151.17554
642.5,2,1.0,Entire home/apt,4.92,Sydney,49,-33.86820983886719,151.22650146484375
193.0,4,2.0,Private room,4.49,Marrickville,225,-33.91559,151.17389
93.1,6,2.0,Entire home/apt,4.5,Sydney,4,-33.86957,151.19764
414.0,4,2.0,Entire home/apt,4.51,Sydney,125,-33.88752,151.21165
193.29,2,1.0,Entire home/apt,4.89,North Sydney,208,-33.8471,151.20517
138.0,2,1.0,Private room,4.16,Rockdale,19,-33.94116,151.10245
48.71,6,3.0,Private room,4.88,Pittwater,8,-33.67628,151.31493
285.0,4,2.0,Entire home/apt,4.41,Sydney,49,-33.8713,151.19713
407.8,4,2.0,Entire home/apt,4.97,Randwick,38,-33.92523,151.25748
421.0,4,2.0,Entire home/apt,4.73,Warringah,49,-33.76841,151.29359
297.9,4,2.0,Entire home/apt,4.94,Waverley,35,-33.89767,151.2618
153.38,2,1.0,Entire home/apt,4.88,Waverley,160,-33.88786697387695,151.27316284179688
1370.0,16,7.0,Entire home/apt,4.78,Penrith,94,-33.76638,150.65362
138.0,2,1.0,Entire home/apt,4.45,Marrickville,33,-33.89884185791016,151.17636108398438
244.03,2,1.0,Entire home/apt,4.87,Sydney,304,-33.88482,151.21085
136.0,1,1.0,Private room,4.94,Canterbury,17,-33.92546,151.07463
421.5,4,2.0,Entire home/apt,4.45,Auburn,22,-33.82313,151.07932
370.0,4,2.0,Entire home/apt,4.58,Auburn,24,-33.82501,151.07935
351.48,6,2.0,Entire home/apt,4.5,Marrickville,153,-33.91559,151.15586
89.2,2,1.0,Private room,3.88,Willoughby,8,-33.79109,151.17889
328.0,4,2.0,Entire home/apt,4.9,Warringah,42,-33.75513,151.29575
292.16,2,1.0,Entire home/apt,4.88,Waverley,16,-33.892822265625,151.26290893554688
672.5,8,4.0,Entire home/apt,4.76,Sutherland Shire,67,-34.05436,151.13669
116.05,2,1.0,Entire home/apt,5.0,Sydney,3,-33.86555,151.20251
205.6,4,2.0,Entire home/apt,4.7,Waverley,61,-33.89219,151.26192
122.0,1,1.0,Private room,4.82,Woollahra,28,-33.88971,151.25423
293.28,6,3.0,Entire home/apt,4.51,Parramatta,216,-33.80996,151.00794
143.0,3,1.0,Entire home/apt,4.84,Sutherland Shire,90,-34.05281,151.00845
324.5,4,2.0,Entire home/apt,4.64,Waverley,112,-33.90321,151.26593
679.0,4,2.0,Entire home/apt,4.9,Manly,59,-33.798088,151.28833
365.33,10,5.0,Entire home/apt,4.59,The Hills Shire,76,-33.61451,150.90612
499.0,10,4.0,Entire home/apt,4.71,Hurstville,77,-33.95069,151.08798
874.6,8,3.0,Entire home/apt,4.96,Pittwater,176,-33.65078,151.28182
377.56,6,2.0,Entire home/apt,4.49,Sydney,93,-33.869015,151.204376
324.0,2,1.0,Entire home/apt,4.72,Manly,68,-33.8025206,151.288478
502.0,4,1.0,Entire home/apt,4.97,Randwick,157,-33.9231895,151.2572064
268.5,2,1.0,Entire home/apt,4.97,North Sydney,298,-33.83982,151.20247
686.78,4,2.0,Entire home/apt,4.83,Manly,6,-33.79835,151.28094
342.0,8,3.0,Entire home/apt,4.63,Sydney,232,-33.87815,151.19707
628.0,8,4.0,Entire home/apt,5.0,Hornsby,47,-33.5441,151.14598
642.0,8,4.0,Entire home/apt,4.29,Blacktown,7,-33.70166,150.87006
933.86,6,3.0,Entire home/apt,5.0,Waverley,9,-33.90477752685547,151.26666259765625
762.0,6,3.0,Entire home/apt,4.88,Pittwater,16,-33.64098,151.28833
460.33,5,2.0,Entire home/apt,4.93,Sydney,108,-33.87724,151.20258
307.5,2,1.0,Entire home/apt,4.7,Sydney,104,-33.876470285145814,151.22156545973948
399.62,2,1.0,Entire home/apt,4.76,Sydney,37,-33.87835,151.22101
178.5,3,1.0,Entire home/apt,4.88,Willoughby,185,-33.80482,151.17749
722.0,6,3.0,Entire home/apt,4.78,Pittwater,72,-33.640235900878906,151.2955780029297
453.05,8,3.0,Entire home/apt,4.59,Sydney,293,-33.87595090581414,151.20548150925973
542.5,4,2.0,Entire home/apt,5.0,Pittwater,4,-33.65439,151.27798
1124.67,6,3.0,Entire home/apt,5.0,Waverley,27,-33.889259,151.275742
758.0,2,1.0,Entire home/apt,4.93,Pittwater,43,-33.59588,151.32065
249.0,2,1.0,Entire home/apt,4.63,Waverley,62,-33.89024,151.26275
314.0,4,2.0,Entire home/apt,5.0,Willoughby,5,-33.80704,151.16879
416.0,4,2.0,Entire home/apt,4.76,Sydney,281,-33.88032,151.21258
536.5,4,1.0,Entire home/apt,4.83,Sydney,112,-33.861691,151.20694
