id,name,price,accommodates,bedrooms,room_type,review_scores_rating,neighbourhood,number_of_reviews
795517426496568590,Hornsby Furnished Apartments - 1 Bedroom Long Stay,$135.66,3,1.0,Entire home/apt,4.83,Hornsby,6
1559153087663622090,Sunny Mid-Century Modern Apartment * Ocean Views,$370.76,4,2.0,Entire home/apt,5.0,Waverley,1
1579645641128886481,Above the Park · Harbour & City View Stay,$246.49,7,3.0,Entire home/apt,4.89,Auburn,27
52523044,Allure on the Beach,,6,3.0,Entire home/apt,5.0,Warringah,24
39842734,Whale Beach Hideaway,,8,4.0,Entire home/apt,4.7,Pittwater,10
1659057599174024628,Your Ultimate Family Coastal Escape in Manly,$500.28,8,4.0,Entire home/apt,,Warringah,0
40161578,Lil escape in Western Plains,$87.43,2,2.0,Private room,,Blacktown,0
1673677600908955601,300米至火车站，分租公寓，次卧出租,$123.86,2,1.0,Private room,,Sydney,0
21282210,Lake House,$244.03,10,5.0,Entire home/apt,,Warringah,0
943302649620976815,Villa Kito of Freshwater Beach,,6,3.0,Entire home/apt,5.0,Warringah,4
1702629547925849378,Sun-drenched studio with stunning harbour views,$285.30,2,1.0,Entire home/apt,,North Sydney,0
1480388357170783905,Modern/Stylish 2BR in Surry Hills 110m2 • Balcony,$419.00,6,2.0,Entire home/apt,4.93,Sydney,55
50039251,Charming Sun-filled Cottage 3br Close to Amenities,,6,3.0,Entire home/apt,4.98,Hurstville,155
1661248438391372603,Great Views & Location - Close to CBD & transport,$487.00,2,1.0,Entire home/apt,,North Sydney,0
31646383,Serene Pittwater Views- Home & Away Stay Apartment,$231.00,3,1.0,Entire home/apt,4.75,Pittwater,170
23831539,Breathtaking View in Prime Spot at Darling Harbour,,2,1.0,Entire home/apt,4.88,Sydney,149
1177134716734273232,2. Great Surry hills terrace room,$143.79,2,,Private room,4.73,Sydney,62
40010335,Luxury House Like Lower Duplex with Gardens,$981.60,6,3.0,Entire home/apt,,Warringah,0
874327786241772580,KozyGuru | Health & Wealth City Adobe |2Bed Studio,$286.00,4,,Entire home/apt,4.61,Sydney,165
1282918403568796558,Serenity home  in the heart of city,$378.00,6,2.0,Entire home/apt,4.82,Sydney,45
1210594526202732599,Family home with pool and views,,8,4.0,Entire home/apt,5.0,Warringah,1
955946713052618876,Coastal Calm Apartment | 1BR | Walk to Beach,$605.00,2,1.0,Entire home/apt,,Waverley,0
1053388822981852381,Extra Spacious Family Apartment - Location & Views,"$1,045.89",8,4.0,Entire home/apt,4.29,Woollahra,7
1467959174023221511,Manly Wharf Waterfront 1BR | Harbour Views & Gym,$406.00,2,1.0,Entire home/apt,5.0,Manly,38
1190116625880257639,Waterfront Cottage - Marramarra House,$628.00,2,1.0,Entire home/apt,5.0,Hornsby,6
16044611,Premium Couples retreat  - Historical Stone House,$370.00,2,1.0,Entire home/apt,4.96,North Sydney,52
1251747525589098757,Clovelly coastal comfort | Beachside retreat,$437.00,4,2.0,Entire home/apt,4.75,Randwick,8
598862757240729880,Terrace Home,$514.00,4,2.0,Entire home/apt,4.83,Waverley,6
1578634782447882616,"Beach View - Balmoral  Beach, Mosman",$407.29,5,2.0,Entire home/apt,5.0,Mosman,2
24296672,Ultimo apartment with that terrace feel,$542.50,6,3.0,Entire home/apt,4.86,Sydney,139
1216199603444678446,Stylish Balmain workers cottage,$399.67,4,2.0,Entire home/apt,4.93,Leichhardt,40
917575230897221940,Charming & Cozy 2BR Cottage,$453.67,4,2.0,Entire home/apt,5.0,Blacktown,24
1640471255182897471,rooms in Cabramatta,$71.50,2,1.0,Private room,5.0,Fairfield,2
1187282627066774291,Gorgeous one bedroom apartment,$171.25,2,1.0,Entire home/apt,4.62,Rockdale,34
1179177497677764346,Spectacular Apartment with Harbour Bridge Views!,$444.00,4,1.0,Entire home/apt,4.91,Sydney,77
1157096672392160034,Home with first row stunning waterview @inner west,$545.50,4,2.0,Entire home/apt,4.82,Canada Bay,11
1569871252215616175,Modern Apt with harbour view and great location,,5,2.0,Entire home/apt,4.94,North Sydney,17
54124440,Sunlit apartment walking distance to cafes & beach,$376.00,4,2.0,Entire home/apt,4.84,Sutherland Shire,43
641560690231143061,Sunny Spacious Suite + Spa + Pool (close to Manly),,2,1.0,Entire home/apt,4.85,Warringah,20
857619113998394097,THE BONDI ~ A Beachfront Delight,$483.00,4,2.0,Entire home/apt,4.84,Waverley,79
1237575760455959522,Sydney 4 bedhouse cls OlympicPark fast WiFi 2 bath,$360.50,8,4.0,Entire home/apt,5.0,Auburn,25
1484366607281892256,Discover Lambeth Walk Beach Home,$581.00,10,4.0,Entire home/apt,4.75,Sutherland Shire,8
14187148,Beach Flat for rent,$94.62,2,,Private room,,Warringah,0
1568486847152639162,Burwood room with ensuite. 3 min walk from station,$128.00,2,1.0,Private room,5.0,Burwood,13
1511252869438820464,MT5 Spacious w/ Balcony 3 min to CBD • Winter Rate,$184.14,2,1.0,Private room,4.75,Sydney,28
1565436798921356695,Garigal Studio 1br Unit with Pool Access,$225.00,2,1.0,Entire home/apt,5.0,Warringah,12
1634518032463079962,Classic Queen Room- Explore Maroubra&Coastal Walks,$109.00,2,1.0,Private room,4.0,Randwick,7
36568806,Luxe Three Bedroom Apartment in the Heart Sydney,$804.00,7,3.0,Entire home/apt,4.77,Sydney,61
1642330054392819104,2BR Home Near To Darling Harbour & Transit,$381.00,5,2.0,Entire home/apt,4.75,Sydney,12
1401511237912733050,Cozy 1 Bedroom Apartment in the Heart of Macquarie,$272.00,4,1.0,Entire home/apt,5.0,Ryde,1
975352790029135251,Quaint 3-Bed Heritage Home in the Heart of Sydney,$430.36,6,3.0,Entire home/apt,4.51,Sydney,35
1146568286400974092,Mansion close to everything,,12,6.0,Entire home/apt,,Randwick,0
1265589444984671702,Comfort & Classic in Crows Nest,$519.00,4,2.0,Entire home/apt,4.72,North Sydney,46
47736571,Sydney City Circular Quay The Perfect Location,$300.00,4,1.0,Entire home/apt,4.9,Sydney,72
972300796865959071,Vibe - Coogee escape,$68.47,1,,Private room,4.82,Randwick,39
40454866,Bondi Blue,$832.00,6,3.0,Entire home/apt,4.56,Waverley,32
1553271338567929183,Beach Holiday Home away from Home!,$120.00,2,2.0,Private room,5.0,Warringah,12
