student_id,gender,math,read,science,book,escs
3611151,male,532.3,563.4,565.8,201-500,0.6
3611152,male,485.9,466.4,543.2,more than 500,1.2
3611154,female,447.8,410.8,487.7,11-25,-1.4
3611156,female,381.2,344.8,366.9,0-10,0.9
3611157,female,651.5,697.1,600.7,201-500,1.9
3611160,male,404.1,447.1,414.1,101-200,-0.9
3611161,female,448.8,568.4,541.0,101-200,-1.0
3611162,male,427.4,406.7,405.4,201-500,-0.5
3611164,male,406.3,444.1,485.5,101-200,0.6
3611166,male,459.4,462.3,541.7,101-200,0.7
3611167,female,592.7,526.3,554.7,201-500,1.6
3611168,male,527.8,470.6,481.7,101-200,0.3
3611171,female,560.3,573.1,604.5,101-200,1.1
3611175,male,655.5,556.8,526.4,201-500,1.3
3611177,male,429.8,549.7,397.2,201-500,-1.0
3611179,female,552.2,657.0,569.2,201-500,1.1
3611180,female,570.2,533.0,536.3,26-100,0.6
3611181,female,637.8,564.4,672.8,more than 500,0.7
3611183,female,560.3,533.2,508.5,101-200,0.6
3611184,female,364.5,371.2,344.1,101-200,-0.1
3611185,female,633.4,677.3,636.8,26-100,1.2
3611186,male,343.3,429.4,440.5,201-500,-1.0
3611190,male,592.0,460.9,568.1,101-200,0.6
3611192,male,471.7,468.8,453.8,26-100,0.9
3611194,female,352.2,255.3,335.3,0-10,0.9
3611195,male,559.9,481.9,624.4,26-100,0.2
3611196,female,420.9,518.7,443.2,11-25,-0.0
3611197,female,427.8,627.8,520.4,26-100,-0.6
3611198,male,523.8,617.2,597.9,101-200,-0.3
3611199,female,501.5,550.3,530.6,101-200,0.0
3611200,female,376.8,400.1,445.6,201-500,-0.8
3611203,male,405.0,407.7,427.4,26-100,-1.1
3611204,female,508.4,595.5,503.2,101-200,0.9
3611207,male,629.6,659.8,696.6,101-200,0.6
3611208,female,610.0,634.8,701.6,101-200,1.0
3611209,male,462.6,476.2,456.2,101-200,0.9
3611212,male,362.1,477.3,526.2,101-200,1.3
3611213,male,479.1,421.3,494.6,201-500,1.4
3611214,female,626.3,615.1,638.3,101-200,1.0
3611215,male,545.2,550.0,561.8,201-500,0.7
3611216,female,444.1,457.0,554.6,101-200,0.7
3611217,male,524.3,531.0,553.5,more than 500,1.0
3611220,male,418.9,512.7,433.8,26-100,-0.4
3611221,female,586.2,564.0,554.6,26-100,0.5
3611222,male,421.9,380.1,457.9,101-200,-0.7
3611225,female,354.7,313.6,337.0,11-25,-2.4
3611226,male,467.5,454.3,322.3,101-200,-0.8
3611227,female,484.3,457.1,458.6,26-100,-1.1
3611228,female,532.2,586.9,515.5,26-100,0.7
3611229,male,430.5,508.8,507.0,101-200,0.2
3611230,male,518.2,427.0,524.6,11-25,1.0
3611233,male,588.4,644.7,551.2,26-100,0.5
3611234,female,440.2,476.6,446.1,201-500,1.0
3611236,male,591.0,558.1,666.9,more than 500,0.9
3611237,male,615.5,643.1,583.3,26-100,-0.4
3611239,female,476.0,470.8,401.3,201-500,0.5
3611241,male,298.4,220.1,340.1,more than 500,-0.2
3611242,female,389.1,491.0,490.3,26-100,1.1
3611243,male,524.9,605.5,644.0,101-200,0.8
3611245,female,451.5,468.8,507.4,201-500,-0.7
3611247,female,516.6,506.5,585.1,201-500,-0.5
3611248,female,413.7,418.1,613.4,101-200,0.9
3611249,female,453.9,559.0,457.5,more than 500,0.9
3611250,female,493.2,521.9,487.0,101-200,-0.8
3611251,male,514.7,376.5,497.3,101-200,0.8
3611252,female,370.4,369.9,437.1,101-200,-0.2
3611253,female,494.5,504.7,447.4,more than 500,-0.7
3611254,male,583.3,644.6,590.4,more than 500,0.9
3611257,male,448.6,401.6,428.2,more than 500,1.5
3611259,male,399.8,394.4,371.2,201-500,-0.5
3611261,female,528.2,653.3,612.0,more than 500,0.9
3611262,female,487.0,438.1,512.5,101-200,-0.1
3611263,male,540.2,520.6,558.0,101-200,1.1
3611265,male,472.1,461.4,483.8,26-100,-0.5
3611266,male,569.2,554.5,519.1,26-100,-0.4
3611267,female,548.9,504.4,489.5,11-25,0.9
3611270,female,411.4,385.3,422.5,11-25,-0.3
3611273,male,587.8,601.3,640.0,26-100,0.9
3611276,male,608.2,565.3,594.3,201-500,1.4
3611277,male,368.5,351.2,314.6,11-25,-0.5
3611278,female,458.5,450.8,340.9,11-25,-2.4
3611280,male,501.3,424.1,475.2,201-500,-0.3
3611281,male,372.5,464.0,501.1,11-25,-1.0
3611282,female,540.8,552.6,426.4,11-25,-0.2
3611284,male,483.3,489.3,528.5,26-100,0.3
3611285,female,386.5,505.1,476.1,11-25,-0.4
3611286,male,533.9,461.3,548.8,101-200,-1.2
3611288,female,326.6,398.9,365.4,11-25,-0.4
3611290,male,518.3,553.0,586.6,11-25,0.4
3611291,male,466.4,593.5,499.9,more than 500,1.4
3611293,male,525.3,610.6,523.4,101-200,0.1
3611294,female,621.1,560.9,622.3,201-500,1.5
3611296,male,438.2,449.2,450.4,101-200,0.8
3611298,female,279.5,335.6,346.7,11-25,-0.2
3611299,male,558.8,554.6,613.5,101-200,-0.4
3611300,male,593.0,584.6,501.2,201-500,1.1
3611301,female,490.8,529.8,527.2,26-100,0.6
3611302,female,493.7,553.7,574.6,26-100,0.9
3611303,male,326.9,290.5,392.9,11-25,-0.1
3611304,female,579.8,590.5,586.4,201-500,0.6
3611308,male,527.6,620.4,603.8,201-500,1.0
3611310,male,475.9,385.8,569.4,0-10,-0.3
3611312,female,396.0,488.1,369.4,201-500,0.7
3611313,female,338.2,269.0,329.0,201-500,1.3
3611315,female,564.2,567.2,620.2,101-200,-0.3
3611316,female,467.6,505.3,569.2,101-200,0.9
3611317,male,682.9,632.5,701.9,101-200,0.4
3611318,female,460.7,457.5,499.8,101-200,0.4
3611319,female,490.2,581.1,563.8,more than 500,-0.8
3611321,female,387.3,366.9,352.1,11-25,0.2
3611322,male,533.5,548.6,533.9,26-100,0.8
3611323,male,440.9,445.5,471.0,201-500,1.1
3611325,male,456.0,473.7,488.7,more than 500,0.8
3611329,female,403.9,542.8,465.3,11-25,0.4
3611331,female,464.0,533.7,475.8,101-200,0.6
3611332,male,500.2,410.4,450.2,101-200,-2.2
3611335,female,431.8,421.1,346.0,26-100,-1.7
3611336,female,711.8,777.3,738.5,more than 500,1.7
3611337,male,608.3,582.3,643.7,101-200,1.0
3611341,female,555.4,622.4,579.9,201-500,1.6
3611342,female,511.2,534.6,590.3,201-500,0.7
3611343,male,735.5,641.9,713.9,more than 500,1.1
3611344,male,371.5,243.1,328.5,101-200,0.1
3611345,female,541.0,626.6,446.1,101-200,-0.4
3611347,female,530.6,518.9,464.1,26-100,-0.6
3611349,male,337.7,256.8,378.8,26-100,-0.5
3611350,male,405.5,416.0,421.8,11-25,-0.3
3611353,female,382.5,469.7,464.9,more than 500,1.1
3611354,female,309.1,416.1,379.4,201-500,1.1
3611358,female,419.6,496.9,422.4,0-10,-1.3
3611362,female,612.5,568.2,567.6,more than 500,1.2
3611365,male,468.3,628.1,586.0,26-100,0.8
3611367,male,466.7,391.5,546.4,26-100,-0.7
3611368,male,511.1,537.0,493.2,101-200,-0.3
3611369,female,413.5,451.7,421.6,101-200,-0.0
3611370,female,379.5,435.5,459.1,26-100,0.6
3611371,female,375.6,473.2,406.2,26-100,0.3
3611374,female,349.8,481.6,377.6,more than 500,-0.3
3611376,female,544.3,594.8,640.7,more than 500,0.8
3611377,female,631.6,641.7,643.2,101-200,-0.1
3611378,female,525.3,524.6,529.2,11-25,-0.6
3611380,female,338.1,463.0,382.0,11-25,0.5
3611381,male,528.7,472.4,473.5,26-100,-0.1
3611382,female,459.8,434.8,452.4,more than 500,1.7
3611384,male,557.9,611.6,592.9,more than 500,0.7
3611386,female,340.6,294.8,336.1,101-200,-0.2
3611387,female,436.0,518.9,415.9,201-500,-0.0
3611388,female,557.5,513.4,634.5,more than 500,1.8
3611389,male,464.5,588.4,433.7,201-500,-0.9
3611391,male,424.6,472.9,387.0,26-100,-0.4
3611393,female,411.3,340.2,400.0,26-100,0.7
3611396,male,399.0,448.1,394.8,201-500,0.3
3611398,female,417.3,373.6,497.8,11-25,-0.4
3611399,male,570.0,488.0,501.0,more than 500,1.0
3611400,male,451.4,596.7,472.5,26-100,0.8
3611401,male,738.3,626.7,792.2,101-200,1.5
3611404,male,495.7,470.9,478.5,101-200,-1.0
3611406,female,318.4,313.5,316.0,0-10,-0.8
3611408,female,205.8,197.1,249.7,0-10,-1.8
3611409,male,577.4,473.1,595.0,101-200,1.3
3611410,female,457.2,538.9,519.8,11-25,1.0
3611411,female,474.0,538.4,487.0,201-500,1.2
3611412,female,557.1,564.5,499.2,101-200,0.9
3611413,male,604.4,577.7,600.0,101-200,0.5
3611415,female,369.3,472.0,441.7,201-500,-0.6
3611418,male,563.5,608.9,562.4,201-500,2.2
3611419,female,542.1,651.1,593.6,more than 500,0.9
3611421,male,246.9,187.6,259.6,0-10,-0.7
3611423,female,513.5,488.4,495.2,101-200,1.0
3611425,female,562.5,588.3,539.7,201-500,1.3
3611426,female,646.9,742.6,746.9,more than 500,1.2
3611432,female,697.8,735.1,732.5,more than 500,1.2
3611434,male,415.4,453.1,362.6,201-500,0.4
3611435,female,455.3,563.5,504.3,101-200,0.8
3611436,female,424.6,454.9,347.3,101-200,0.9
3611437,female,475.1,358.1,444.2,201-500,1.1
3611439,female,477.9,442.2,406.3,101-200,-0.9
3611446,female,464.5,403.1,496.4,201-500,1.7
3611447,female,611.9,607.8,570.9,201-500,0.9
3611448,male,613.3,521.9,634.9,101-200,1.3
3611449,female,672.0,638.7,679.0,more than 500,0.7
3611450,female,362.0,385.2,342.2,101-200,0.3
3611451,male,510.3,476.3,554.1,11-25,-0.3
3611453,female,465.3,503.7,455.3,101-200,1.1
3611454,female,400.3,463.8,416.1,0-10,-0.2
3611455,male,429.6,374.2,384.3,0-10,0.4
3611456,male,242.3,248.3,324.8,101-200,0.6
3611458,female,542.1,526.0,644.5,101-200,-0.5
3611459,male,478.7,521.5,596.7,11-25,-1.1
3611460,male,417.5,273.9,423.8,26-100,0.2
3611462,male,624.9,567.9,508.7,more than 500,1.0
3611463,male,456.4,535.6,496.7,201-500,0.4
3611465,female,450.2,501.3,508.3,101-200,-0.1
3611466,male,494.8,695.2,568.6,101-200,1.5
3611468,male,487.2,515.4,586.6,26-100,0.6
3611471,female,369.4,488.1,501.7,101-200,-2.0
3611475,female,531.5,607.5,418.1,201-500,0.8
3611479,female,530.1,577.5,624.5,101-200,0.7
3611480,female,305.0,313.3,254.0,11-25,-0.2
3611481,female,557.1,563.6,567.8,101-200,0.7
3611483,male,391.2,344.4,486.0,26-100,0.4
3611484,male,469.5,424.8,467.7,101-200,0.1
3611485,male,396.1,422.7,391.2,0-10,0.1
3611488,female,610.0,604.7,550.4,101-200,0.7
3611489,female,460.1,607.0,471.3,101-200,1.3
3611491,male,381.6,305.2,416.8,26-100,0.4
3611492,female,469.9,523.7,464.8,101-200,1.4
3611494,male,322.5,246.3,291.3,0-10,0.8
3611495,female,534.2,619.3,507.1,26-100,0.0
3611496,male,431.7,299.8,365.5,0-10,-1.9
3611499,male,564.3,535.4,658.2,101-200,1.3
3611500,female,479.7,572.5,506.3,101-200,0.5
3611501,male,454.3,445.0,431.3,101-200,0.8
3611504,female,408.3,450.3,505.8,26-100,-0.5
3611507,female,602.6,524.7,635.1,more than 500,1.2
3611508,male,541.7,612.8,524.5,201-500,0.3
3611509,female,331.6,406.5,368.5,26-100,-1.4
3611510,male,362.1,373.1,442.1,11-25,-0.4
3611513,male,471.8,479.1,385.0,101-200,1.0
3611515,male,382.9,373.5,348.0,101-200,-1.0
3611517,female,517.1,400.7,498.8,26-100,-2.2
3611518,male,405.8,416.0,452.9,101-200,1.2
3611521,male,574.1,617.2,651.9,more than 500,-0.2
3611522,female,504.0,603.6,509.4,101-200,1.3
3611523,male,487.8,463.8,594.9,more than 500,-0.7
3611524,male,554.7,423.1,548.8,101-200,0.2
3611525,female,376.4,473.7,406.1,11-25,-1.0
3611528,male,428.1,351.2,443.0,201-500,1.1
3611529,male,323.4,426.6,344.6,0-10,-0.2
3611530,male,585.1,557.3,577.8,201-500,1.2
3611533,female,386.7,318.7,366.0,101-200,-0.2
3611535,male,443.8,481.3,488.6,101-200,1.1
3611536,male,478.6,535.7,471.0,101-200,0.4
3611537,male,363.7,370.5,377.0,26-100,0.7
3611541,male,605.5,653.1,560.7,more than 500,0.2
3611542,male,734.4,607.6,715.8,101-200,1.0
3611543,female,392.8,486.7,432.8,more than 500,1.0
3611544,female,380.1,377.6,336.9,more than 500,1.4
3611545,male,536.6,526.8,481.4,101-200,-0.0
3611546,male,478.2,493.2,502.0,11-25,0.4
3611548,female,586.0,692.8,631.7,more than 500,1.2
3611551,female,626.0,601.8,707.2,more than 500,1.4
3611554,male,328.0,437.9,439.4,26-100,-0.1
3611556,female,492.6,560.7,491.9,201-500,0.9
3611557,female,448.5,528.8,570.5,101-200,-0.8
3611559,male,479.1,469.2,543.0,101-200,0.6
3611560,female,495.3,516.6,476.9,26-100,0.2
3611561,male,569.8,491.0,552.3,more than 500,1.7
3611562,female,319.8,330.1,369.6,more than 500,0.7
3611563,male,391.4,400.7,382.5,11-25,-2.3
3611565,male,517.7,598.8,665.4,201-500,0.5
3611566,male,352.5,319.4,347.6,101-200,-0.5
3611567,male,490.5,609.2,498.0,201-500,0.6
3611568,male,386.4,285.7,387.2,101-200,0.3
3611569,male,549.1,547.6,563.1,201-500,1.3
3611572,male,339.8,267.3,326.7,101-200,-0.4
3611575,female,479.8,465.9,457.3,more than 500,-0.7
3611576,female,563.8,604.0,604.5,more than 500,2.1
3611577,female,393.8,426.7,424.3,101-200,-0.2
3611579,male,489.0,454.5,472.1,0-10,-0.3
3611580,male,452.9,368.3,442.9,101-200,0.0
3611581,male,530.1,386.7,602.0,11-25,0.2
3611582,female,439.1,549.2,540.1,0-10,-2.6
3611583,male,346.7,284.2,255.0,11-25,0.0
3611586,male,546.9,661.0,656.2,11-25,0.6
3611588,male,617.4,618.1,669.8,201-500,-0.2
3611589,male,667.2,607.9,660.4,26-100,1.1
3611591,male,548.4,583.3,582.3,26-100,0.8
3611593,female,621.4,583.3,635.0,201-500,1.1
3611598,male,397.7,404.7,464.4,11-25,-0.7
3611599,male,415.6,439.8,469.7,101-200,-0.6
3611601,male,459.3,461.2,560.7,0-10,-1.0
3611603,female,476.6,524.8,439.8,101-200,0.6
3611604,male,569.1,562.3,639.8,more than 500,1.2
3611606,female,417.8,437.5,425.3,11-25,0.9
3611609,female,674.4,672.8,706.9,more than 500,1.4
3611611,female,597.8,620.0,587.5,more than 500,1.2
3611612,male,501.0,482.0,494.7,11-25,0.6
3611614,female,531.9,492.0,556.2,more than 500,1.4
3611617,female,574.7,653.0,578.4,201-500,-0.4
3611618,male,701.2,639.4,685.0,more than 500,0.8
3611621,female,284.9,249.0,310.3,11-25,-1.1
3611622,female,566.3,591.0,567.2,more than 500,0.6
3611623,male,282.8,438.9,325.1,101-200,-0.5
3611624,male,440.3,360.2,368.2,201-500,1.5
3611626,male,559.6,594.9,627.5,more than 500,0.9
3611627,male,433.0,478.8,410.2,101-200,1.0
3611630,female,486.1,473.5,525.9,26-100,0.2
3611631,male,631.6,575.2,564.1,more than 500,0.6
3611632,female,541.6,464.6,521.4,101-200,-0.8
3611633,female,504.9,538.1,536.5,101-200,0.9
3611634,male,617.4,606.5,550.0,101-200,1.1
3611635,male,591.6,577.2,635.1,201-500,1.5
3611637,female,591.3,679.5,636.6,101-200,0.5
3611638,female,423.4,505.6,525.6,101-200,-0.6
3611639,female,457.7,508.4,475.3,26-100,-0.1
3611640,female,405.9,466.3,370.1,more than 500,1.0
3611641,female,614.3,650.0,697.6,101-200,1.4
3611642,male,407.9,403.3,406.4,0-10,-0.4
3611645,male,457.7,383.8,520.2,101-200,0.7
3611646,female,554.8,591.3,582.5,101-200,0.3
3611648,male,429.2,461.4,377.5,201-500,0.2
3611650,male,461.0,365.3,466.4,26-100,-1.2
3611652,female,527.9,454.5,414.3,201-500,0.6
3611654,female,542.3,541.7,546.2,101-200,1.0
3611655,female,593.6,675.4,593.8,201-500,1.2
3611656,male,683.8,706.5,659.0,more than 500,1.4
3611657,male,666.1,616.2,673.2,101-200,0.2
3611659,female,384.4,404.4,458.4,11-25,0.7
3611660,male,447.1,483.4,510.6,201-500,0.5
3611661,male,571.8,616.3,497.2,101-200,0.2
3611662,male,689.1,593.5,664.1,more than 500,1.0
3611667,male,653.6,616.2,613.8,101-200,1.5
3611668,female,560.9,632.1,568.3,201-500,1.2
3611669,male,351.1,316.8,388.0,101-200,-0.3
3611670,male,500.3,506.7,501.2,101-200,0.9
3611672,male,411.2,344.0,350.2,11-25,-0.9
3611674,male,644.9,616.7,579.6,101-200,0.0
3611675,male,404.3,453.4,368.1,11-25,-0.1
3611677,female,497.8,497.4,435.5,201-500,-0.7
3611678,male,657.0,728.2,662.1,101-200,1.2
3611679,male,457.4,510.2,523.0,201-500,0.7
3611680,male,542.0,533.7,601.3,201-500,-0.3
3611682,male,543.8,522.1,581.6,201-500,0.1
3611684,male,508.5,348.9,468.3,11-25,-1.5
3611687,female,408.8,497.9,432.4,11-25,-1.6
3611690,male,470.2,427.6,421.6,201-500,-1.0
3611693,male,426.5,439.4,430.1,26-100,-0.1
3611695,female,413.2,484.6,507.2,11-25,-0.5
3611696,male,653.2,581.5,692.0,201-500,0.9
3611699,male,441.1,450.3,480.1,26-100,-0.9
3611703,male,482.9,528.0,568.6,more than 500,1.0
3611705,female,564.7,586.2,609.7,201-500,0.5
3611706,female,517.9,443.8,472.7,101-200,1.6
3611707,female,592.2,614.8,612.0,more than 500,1.1
3611709,female,484.6,529.5,510.5,101-200,0.7
3611710,male,512.0,534.1,594.3,101-200,1.2
3611711,female,537.6,490.0,608.4,101-200,0.1
3611714,female,478.3,562.7,563.4,more than 500,1.6
3611715,male,656.4,606.3,632.1,more than 500,1.3
3611718,male,525.9,516.0,532.8,101-200,0.8
3611719,female,401.0,424.9,519.8,26-100,-1.0
3611720,male,566.9,430.6,568.3,101-200,0.7
3611721,male,681.5,584.0,683.5,more than 500,1.2
3611723,female,480.5,453.2,518.4,26-100,-0.2
3611727,male,548.6,494.5,569.0,201-500,0.8
3611729,male,625.7,673.1,709.7,201-500,1.1
3611730,female,462.4,521.1,523.9,101-200,0.8
3611731,female,555.4,629.6,613.7,more than 500,1.0
3611733,female,584.2,592.1,593.4,more than 500,-0.1
3611734,male,507.4,432.2,519.1,201-500,0.4
3611735,female,409.8,488.4,437.5,0-10,0.5
3611736,male,611.0,649.2,568.2,more than 500,0.1
3611737,male,471.0,492.0,488.0,101-200,-0.9
3611738,male,472.5,450.4,456.3,101-200,0.1
3611739,male,550.3,469.3,594.9,26-100,-0.1
3611740,female,631.2,723.4,659.5,more than 500,1.2
3611741,female,574.6,554.3,580.5,201-500,0.6
3611742,female,400.2,482.7,493.6,26-100,-0.9
3611743,female,527.4,414.9,544.5,201-500,1.2
3611744,male,528.1,521.8,592.9,201-500,1.0
3611745,male,628.1,623.5,718.3,201-500,1.3
3611746,female,599.9,494.7,559.0,101-200,1.2
3611747,male,717.5,742.8,738.8,more than 500,1.0
3611751,male,290.5,329.4,408.6,0-10,1.4
3611752,female,425.6,463.7,479.4,more than 500,0.0
3611753,female,431.1,643.7,540.1,201-500,-0.2
3611754,male,537.9,500.4,520.5,more than 500,1.1
3611757,male,338.9,322.9,356.3,26-100,1.0
3611759,male,533.8,496.8,627.3,101-200,1.2
3611761,female,472.8,439.0,449.7,101-200,-0.1
3611763,female,414.8,490.6,475.7,201-500,0.6
3611764,male,488.6,470.2,436.1,201-500,0.8
3611766,male,474.6,466.7,496.1,more than 500,1.2
3611767,male,424.2,378.4,415.9,more than 500,0.1
3611770,female,504.3,617.3,604.6,more than 500,0.8
3611772,male,338.1,455.9,321.4,0-10,-0.6
3611773,male,557.4,542.1,564.5,101-200,0.8
3611774,male,370.0,363.9,319.0,201-500,-0.4
3611776,male,409.8,397.8,367.8,26-100,-1.1
3611777,female,537.3,638.3,630.8,more than 500,1.5
3611778,female,524.7,400.1,496.4,more than 500,0.1
3611779,female,699.7,704.8,694.3,more than 500,0.5
3611782,female,488.8,508.2,553.1,101-200,0.9
3611783,female,509.7,489.5,471.5,101-200,1.0
3611784,female,570.5,579.4,620.1,101-200,0.6
3611785,male,538.5,522.8,594.3,101-200,0.5
3611788,female,604.2,541.0,649.9,101-200,-0.4
3611789,male,625.8,714.8,583.6,26-100,1.1
3611790,female,533.4,560.0,585.9,11-25,-1.3
3611791,female,533.7,547.9,554.5,more than 500,1.0
3611795,male,433.4,407.4,452.8,201-500,1.2
3611796,female,310.7,254.5,264.3,more than 500,0.6
3611797,male,571.3,496.6,537.8,101-200,0.8
3611798,male,314.7,294.1,257.4,201-500,1.3
3611801,female,605.3,583.6,681.9,more than 500,1.1
3611805,male,406.5,400.8,395.7,26-100,-1.1
3611806,male,449.9,467.6,509.3,101-200,0.8
3611808,male,518.6,502.7,554.3,101-200,1.6
3611809,female,577.7,598.6,571.4,more than 500,0.9
3611811,female,381.0,479.3,440.7,201-500,1.1
3611812,female,411.3,534.9,477.0,26-100,0.3
3611813,female,384.8,392.6,398.6,101-200,1.3
3611814,female,345.3,423.3,389.8,26-100,0.6
3611816,female,362.1,348.8,353.3,26-100,0.0
3611817,male,582.2,481.5,465.5,101-200,0.8
3611818,female,448.4,436.0,446.8,101-200,0.5
3611819,female,419.5,491.2,439.2,11-25,-0.8
3611820,male,494.4,541.6,614.7,201-500,-0.9
3611821,male,595.5,666.2,653.7,201-500,0.9
3611822,female,576.8,621.2,576.1,26-100,0.5
3611823,male,495.6,372.7,479.1,26-100,0.5
3611824,male,421.5,399.8,413.6,101-200,0.0
3611825,female,522.3,386.5,544.1,more than 500,1.1
3611828,male,487.1,520.8,557.7,more than 500,0.7
3611831,male,530.5,412.3,564.4,0-10,-0.3
3611832,female,397.5,450.7,460.5,11-25,0.6
3611833,female,576.5,593.4,527.8,101-200,0.9
3611834,female,459.2,421.4,442.7,26-100,-1.5
3611835,female,469.4,551.5,492.0,101-200,-0.5
3611836,male,412.5,487.8,457.0,26-100,-1.5
3611839,male,342.2,300.4,290.6,0-10,0.7
3611840,female,563.2,560.3,551.5,201-500,0.9
3611844,male,466.7,500.9,381.6,101-200,-0.3
3611845,female,540.0,575.1,553.3,101-200,0.2
3611847,male,501.5,509.8,429.8,101-200,-0.4
3611849,female,276.4,285.1,320.4,101-200,-0.8
3611850,female,532.6,490.5,555.5,101-200,0.6
3611851,female,437.1,460.5,479.5,201-500,1.2
3611852,male,489.8,525.0,454.2,101-200,1.1
3611853,female,359.3,341.4,323.6,11-25,-0.2
3611854,male,457.7,628.6,529.7,201-500,-0.0
3611855,male,374.3,195.7,489.0,201-500,0.3
3611856,male,524.0,607.8,594.7,201-500,0.9
3611857,female,369.2,400.2,474.2,26-100,-1.5
3611858,female,461.9,443.4,453.9,0-10,-1.6
3611859,male,631.5,572.8,762.3,201-500,0.9
3611860,male,578.8,497.5,606.7,26-100,0.6
3611861,female,547.0,555.7,499.6,201-500,0.9
3611863,male,610.3,643.1,663.8,201-500,0.9
3611865,female,537.5,592.9,619.3,101-200,0.8
3611867,male,469.9,450.6,511.5,26-100,-0.1
3611868,female,397.5,435.0,439.8,101-200,0.7
3611869,male,478.0,460.8,551.3,201-500,1.0
3611870,male,504.7,419.9,488.4,26-100,0.4
3611871,female,516.4,663.9,534.7,201-500,1.0
3611872,female,530.3,491.0,510.7,201-500,1.1
3611874,female,478.2,558.8,507.8,26-100,0.8
3611877,female,510.4,455.5,511.8,101-200,0.7
3611878,female,414.0,338.5,355.6,11-25,0.6
3611879,female,564.7,553.3,594.5,101-200,0.7
3611880,male,583.8,565.9,551.3,201-500,1.2
3611881,male,266.8,245.3,353.4,101-200,0.9
3611886,male,643.9,646.7,755.9,11-25,1.2
3611887,male,507.1,567.9,542.2,101-200,-0.8
3611888,male,717.5,749.0,766.0,201-500,1.4
3611889,female,482.7,512.9,532.6,101-200,0.3
3611890,male,320.9,282.9,427.3,201-500,1.3
3611891,female,614.1,690.1,562.4,101-200,1.0
3611897,male,593.1,577.2,655.6,more than 500,1.2
3611900,female,684.3,701.3,765.5,more than 500,0.1
3611902,female,388.5,398.0,351.9,101-200,1.5
3611903,male,512.5,392.2,515.4,more than 500,0.7
3611904,male,422.7,465.4,452.2,0-10,0.4
3611905,female,491.4,418.7,464.1,201-500,0.6
3611906,male,456.5,407.7,438.1,101-200,0.9
3611907,female,605.4,613.2,658.9,more than 500,1.5
3611908,female,435.5,444.3,402.6,201-500,0.0
3611910,female,280.6,276.0,311.5,101-200,-0.7
3611911,female,449.8,414.2,522.3,26-100,0.4
3611912,male,581.0,482.6,526.6,101-200,1.3
3611914,female,329.3,350.3,356.8,more than 500,-0.2
3611917,female,429.5,500.0,481.0,101-200,-0.3
3611918,male,452.1,480.0,454.2,26-100,0.4
3611919,male,567.8,516.7,573.7,201-500,0.5
3611920,male,361.2,277.1,441.6,11-25,0.0
3611921,female,630.1,591.2,580.8,101-200,1.0
3611922,female,489.1,461.8,567.2,11-25,-1.4
3611923,male,370.4,501.4,423.8,101-200,-0.9
3611927,male,337.8,377.1,342.9,0-10,0.3
3611928,female,521.4,596.3,449.2,more than 500,1.1
3611930,female,533.3,453.0,560.4,11-25,0.6
3611931,female,489.0,585.1,479.1,101-200,-0.1
3611937,male,495.1,573.4,515.2,26-100,0.8
3611938,female,529.2,540.1,585.1,201-500,0.5
3611939,female,430.4,503.4,544.0,201-500,0.8
3611940,male,330.5,268.3,284.6,11-25,1.1
3611942,male,534.0,497.6,557.6,26-100,0.8
3611943,male,343.1,338.3,320.6,0-10,-0.6
3611944,male,610.9,592.5,546.1,101-200,0.8
3611946,female,486.6,566.3,450.4,101-200,-0.4
3611948,female,468.1,501.2,473.6,more than 500,0.6
3611949,male,587.2,595.8,616.5,201-500,1.3
3611950,female,471.2,492.2,445.6,201-500,-0.5
3611951,female,696.2,666.7,670.2,101-200,1.0
3611952,male,503.9,493.1,521.9,more than 500,-0.1
3611953,female,554.5,544.3,572.5,201-500,1.1
3611955,female,484.1,502.8,534.7,101-200,-0.3
3611957,female,361.3,396.4,419.4,11-25,-1.1
3611958,female,543.3,668.5,604.5,26-100,0.8
3611960,female,578.7,589.1,627.6,101-200,-0.0
3611961,female,407.1,365.1,367.9,101-200,-2.2
3611963,female,290.8,337.8,351.7,more than 500,1.1
3611964,male,536.5,541.5,566.4,101-200,0.6
3611967,female,453.2,484.8,476.8,201-500,1.7
3611971,female,450.9,538.1,531.4,more than 500,1.2
3611973,male,552.5,544.7,623.8,26-100,1.0
3611975,female,508.7,490.6,527.1,26-100,0.3
3611976,male,669.2,613.8,669.8,201-500,0.5
3611977,male,655.2,689.5,672.6,201-500,1.2
3611978,female,503.8,551.4,523.3,101-200,-0.1
3611979,male,382.3,398.8,389.3,101-200,-0.7
3611981,male,459.1,570.0,407.4,26-100,-0.2
3611982,female,432.5,482.7,483.0,26-100,0.1
3611983,male,489.6,394.4,380.0,26-100,0.1
3611984,male,659.9,619.3,599.9,201-500,0.8
3611987,female,487.6,495.3,460.4,201-500,-0.6
3611988,male,431.9,486.7,496.1,101-200,1.0
3611989,female,417.7,484.5,476.5,more than 500,0.8
3611990,male,480.3,370.5,532.7,26-100,0.1
3611991,male,608.4,573.9,551.3,101-200,0.4
3611992,female,388.6,413.9,413.6,11-25,0.5
3611993,male,479.5,452.1,545.0,101-200,1.5
3611995,female,519.8,553.9,527.0,101-200,-0.5
3611996,male,378.3,454.8,399.2,0-10,-0.5
3611998,female,488.8,507.7,489.4,101-200,-0.6
3611999,male,527.0,526.2,596.7,26-100,0.7
