student_id,gender,math,read,science,book,escs
3604744,female,600.9,709.1,679.0,201-500,0.4
3604750,male,701.5,683.1,719.3,101-200,1.3
3604751,female,451.0,505.7,599.8,11-25,-1.1
3604754,male,433.9,386.1,516.4,11-25,-0.6
3604758,male,508.9,525.9,574.9,11-25,0.4
3604759,male,552.1,573.2,564.3,201-500,1.0
3604760,female,399.2,466.4,390.0,0-10,-0.6
3604761,male,420.9,379.0,389.0,0-10,-1.8
3604762,female,486.4,473.8,415.2,11-25,0.3
3604764,male,523.8,576.5,633.0,26-100,0.4
3604765,male,398.3,375.6,510.5,101-200,0.6
3604766,male,527.8,572.7,648.9,more than 500,1.1
3604767,male,508.9,463.0,592.2,more than 500,1.0
3604768,female,449.1,478.9,465.9,26-100,0.7
3604770,male,476.4,537.4,543.0,11-25,0.3
3604771,female,514.9,517.4,530.4,201-500,0.5
3604772,female,586.2,492.1,565.2,101-200,0.6
3604773,female,473.3,592.5,497.3,201-500,1.5
3604774,female,483.6,483.4,512.7,more than 500,1.0
3604775,male,547.1,598.2,526.4,26-100,0.1
3604777,female,543.0,545.4,525.6,101-200,1.3
3604780,male,409.6,511.8,530.5,101-200,1.0
3604782,male,475.5,516.3,448.4,101-200,-0.0
3604783,female,366.2,157.1,383.6,101-200,0.9
3604784,female,456.6,500.2,413.7,201-500,0.4
3604787,male,445.7,464.0,412.7,26-100,0.0
3604789,male,320.2,339.7,415.1,26-100,-1.0
3604790,female,343.8,454.9,381.4,201-500,0.2
3604792,male,450.4,442.3,427.6,101-200,-0.1
3604795,female,359.3,324.5,404.1,201-500,1.4
3604796,female,494.7,519.0,532.4,26-100,0.4
3604799,female,371.7,423.2,398.6,11-25,-1.3
3604800,female,278.7,265.6,279.9,11-25,-0.4
3604801,male,500.0,527.8,516.4,101-200,0.6
3604802,female,470.8,480.1,486.3,101-200,-0.1
3604803,male,183.0,314.3,186.2,0-10,-1.8
3604804,male,550.4,609.0,539.6,101-200,0.0
3604806,male,479.1,418.6,436.8,201-500,0.7
3604807,male,389.3,424.5,477.8,more than 500,1.0
3604808,female,489.8,483.9,510.6,more than 500,0.3
3604812,female,443.0,466.7,472.7,101-200,-0.2
3604818,male,425.9,544.3,473.2,101-200,1.0
3604819,male,303.8,296.8,400.4,26-100,0.6
3604823,female,478.0,549.6,556.1,101-200,-0.4
3604827,female,666.4,686.8,754.3,101-200,0.0
3604829,male,613.1,536.8,528.6,more than 500,-0.4
3604832,female,555.5,658.1,578.1,101-200,1.0
3604834,female,558.7,632.9,692.2,201-500,-0.2
3604836,male,434.8,482.1,434.9,101-200,-0.9
3604837,female,549.2,605.9,565.7,26-100,0.8
3604838,female,477.7,499.9,494.7,201-500,-0.1
3604840,male,460.5,466.4,443.1,201-500,0.9
3604841,female,423.4,530.1,643.9,101-200,-1.2
3604842,female,627.9,756.4,693.6,201-500,1.3
3604843,female,371.5,412.3,383.1,11-25,-1.7
3604846,male,428.5,361.0,463.8,26-100,0.7
3604847,female,435.0,442.4,469.2,201-500,0.4
3604848,male,426.6,420.7,508.2,201-500,1.0
3604849,male,533.1,642.0,644.0,201-500,-0.0
3604851,male,606.0,599.1,634.4,more than 500,1.4
3604852,male,517.0,569.4,555.0,11-25,-0.4
3604853,male,420.8,453.2,478.7,101-200,-0.2
3604855,male,389.3,309.7,416.1,0-10,-1.5
3604857,female,427.5,402.9,512.6,101-200,-0.2
3604859,female,630.8,660.9,626.1,more than 500,1.2
3604860,male,697.1,582.1,696.7,more than 500,0.4
3604861,female,277.8,387.7,304.8,101-200,-0.2
3604862,male,400.2,360.2,460.7,26-100,-0.7
3604864,female,463.7,503.4,454.4,more than 500,1.4
3604865,male,633.7,587.1,700.8,101-200,0.5
3604866,female,580.5,624.3,619.2,201-500,-0.0
3604867,male,745.6,642.6,742.8,more than 500,1.7
3604868,female,509.3,502.7,538.1,101-200,0.1
3604869,male,313.1,375.7,387.5,0-10,-0.5
3604873,male,611.1,435.0,654.4,201-500,0.6
3604874,female,742.0,678.9,770.5,more than 500,1.0
3604875,male,430.3,337.9,427.1,101-200,0.9
3604877,female,417.6,456.1,430.1,26-100,0.2
3604878,female,322.9,354.7,392.8,201-500,1.1
3604879,female,415.1,488.1,459.7,101-200,-0.8
3604883,female,512.9,569.1,495.2,101-200,0.4
3604884,female,523.7,608.1,639.9,101-200,-0.5
3604885,male,657.1,664.6,590.9,101-200,1.0
3604886,female,433.0,469.9,493.2,26-100,0.5
3604887,female,468.1,548.1,486.1,101-200,0.6
3604889,female,518.3,697.9,586.0,201-500,0.2
3604891,male,650.6,678.0,729.5,101-200,0.1
3604892,male,520.6,491.6,611.2,101-200,1.2
3604893,female,486.7,544.5,499.5,101-200,0.3
3604894,female,469.5,483.5,483.8,26-100,-0.9
3604897,female,393.4,520.3,426.2,201-500,0.3
3604898,female,487.2,426.9,488.3,11-25,0.8
3604899,male,542.1,506.2,593.8,101-200,0.7
3604902,male,512.4,525.0,587.5,201-500,0.7
3604903,male,462.2,474.9,532.5,201-500,-0.7
3604904,female,475.0,345.6,519.8,more than 500,1.5
3604906,male,511.6,521.0,543.6,201-500,0.4
3604907,male,521.8,486.7,481.5,201-500,0.6
3604908,female,564.3,539.3,642.1,101-200,-0.1
3604909,male,487.5,386.2,471.7,26-100,-0.3
3604912,female,442.8,381.6,386.5,11-25,-1.3
3604913,female,516.1,547.0,566.7,201-500,0.8
3604914,female,425.5,365.7,413.5,26-100,0.6
3604915,female,560.0,638.3,676.9,101-200,-0.4
3604916,female,612.9,564.0,571.6,201-500,1.3
3604917,female,491.2,569.1,524.3,201-500,1.3
3604920,female,544.2,578.8,628.8,101-200,0.8
3604923,female,527.9,536.6,584.8,26-100,0.3
3604924,female,412.9,439.8,441.7,101-200,0.9
3604925,male,539.0,520.3,593.4,11-25,0.8
3604926,female,513.3,593.8,610.6,101-200,-0.0
3604928,male,454.6,367.6,448.2,26-100,1.0
3604932,male,385.4,298.6,378.3,11-25,0.5
3604933,male,523.8,570.3,645.9,101-200,0.1
3604934,male,577.5,549.4,671.8,201-500,-0.0
3604936,female,574.6,610.8,574.3,101-200,0.6
3604940,female,513.2,425.4,529.3,11-25,-0.8
3604941,male,300.2,353.2,298.8,more than 500,-0.5
3604942,male,440.2,423.8,509.4,101-200,0.6
3604943,male,429.9,424.8,465.5,101-200,0.4
3604944,male,544.7,620.8,618.9,101-200,0.7
3604945,male,486.2,502.8,580.3,101-200,-0.8
3604946,male,649.9,596.4,663.7,more than 500,1.1
3604947,male,405.5,524.3,441.7,101-200,-0.9
3604950,male,378.7,360.5,456.3,26-100,-0.5
3604951,male,421.0,424.9,434.3,101-200,0.5
3604952,female,509.4,492.3,549.5,201-500,-0.3
3604953,female,522.4,536.4,532.2,201-500,1.3
3604954,male,352.3,335.4,372.6,11-25,-1.2
3604957,female,580.1,640.4,561.6,more than 500,0.6
3604959,male,340.7,338.5,313.8,201-500,1.5
3604960,male,513.7,532.6,543.2,201-500,1.0
3604961,male,539.2,434.8,568.2,101-200,1.4
3604963,female,445.0,426.4,473.2,101-200,0.5
3604964,female,585.5,591.0,575.5,201-500,1.0
3604967,female,347.7,324.8,382.8,101-200,-0.6
3604968,female,516.7,330.9,485.4,26-100,0.3
3604969,male,570.1,549.9,653.7,201-500,1.5
3604972,male,439.7,465.4,476.7,26-100,1.3
3604973,female,352.5,461.8,321.5,201-500,-0.1
3604975,male,448.8,411.4,492.9,201-500,1.2
3604976,male,317.7,311.1,360.1,0-10,0.9
3604977,male,314.0,332.0,413.2,0-10,-1.6
3604979,male,555.3,566.2,563.6,more than 500,1.6
3604981,male,595.3,569.3,612.1,101-200,0.7
3604982,female,636.1,671.5,763.0,201-500,1.3
3604983,male,452.5,421.6,516.1,201-500,1.0
3604985,male,315.1,285.0,235.7,11-25,-0.8
3604988,male,564.2,568.2,652.0,more than 500,1.2
3604989,male,685.0,666.2,708.4,101-200,1.1
3604990,female,522.6,563.0,570.8,26-100,-1.0
3604991,female,465.6,522.0,507.6,101-200,1.0
3604993,male,316.2,435.9,334.2,0-10,-0.6
3605001,male,350.1,400.6,419.1,11-25,-0.8
3605002,male,377.0,407.8,427.9,101-200,-0.8
3605003,female,458.6,555.1,447.1,201-500,-0.7
3605007,male,439.5,482.4,430.9,26-100,-0.8
3605010,male,640.4,586.7,670.0,201-500,1.7
3605011,male,470.6,590.7,541.3,more than 500,0.5
3605013,male,410.5,391.1,456.2,26-100,1.1
3605014,male,607.8,659.3,600.5,201-500,0.8
3605016,female,620.6,761.8,618.8,201-500,0.6
3605017,female,461.8,545.6,533.2,101-200,0.7
3605019,male,560.8,562.6,538.9,201-500,1.2
3605020,female,473.1,460.0,519.0,more than 500,1.2
3605021,female,435.5,377.3,507.9,101-200,-0.1
3605023,male,433.3,507.5,438.8,more than 500,-1.4
3605024,female,504.7,397.9,431.7,11-25,-0.4
3605025,male,435.7,459.8,487.7,101-200,-0.2
3605026,female,346.9,386.4,396.4,11-25,-0.6
3605027,male,322.3,404.2,294.7,101-200,-0.3
3605028,female,323.1,296.4,361.2,11-25,-1.0
3605029,male,407.8,535.7,470.8,11-25,-0.9
3605030,male,512.1,587.6,484.6,201-500,0.6
3605031,female,568.4,635.7,578.1,201-500,1.7
3605032,female,519.7,567.3,600.9,201-500,0.7
3605034,male,554.6,596.2,506.3,11-25,-0.6
3605036,female,509.7,382.0,519.9,more than 500,1.8
3605037,male,655.8,656.2,700.7,101-200,1.1
3605039,male,306.6,358.1,316.0,26-100,-0.5
3605041,male,704.0,715.5,670.0,more than 500,1.1
3605044,female,400.6,471.4,392.1,201-500,-0.4
3605045,male,464.5,488.5,437.5,201-500,0.7
3605047,male,641.5,557.9,619.7,101-200,1.2
3605048,female,479.6,556.0,534.1,101-200,0.2
3605049,male,551.4,596.0,572.6,201-500,-0.0
3605051,male,470.2,439.8,543.1,101-200,0.9
3605052,male,480.6,513.1,479.9,101-200,0.3
3605053,female,442.7,458.6,510.9,101-200,-0.6
3605054,female,464.0,505.5,442.3,11-25,-1.2
3605055,female,597.2,666.3,658.2,more than 500,1.8
3605056,female,688.3,660.2,684.3,more than 500,1.2
3605059,male,573.1,639.3,602.0,201-500,-0.1
3605060,female,440.0,347.9,462.6,26-100,-0.1
3605061,male,615.9,527.3,639.3,more than 500,1.4
3605063,male,554.3,570.0,532.0,201-500,1.5
3605065,male,406.1,488.0,355.6,101-200,0.7
3605066,male,502.3,478.9,457.0,101-200,-0.8
3605068,female,330.6,414.2,407.0,101-200,-2.1
3605070,female,468.0,520.2,512.5,more than 500,0.9
3605072,female,468.3,477.1,533.8,26-100,0.7
3605073,male,467.5,511.3,468.9,201-500,1.1
3605074,female,406.7,277.1,365.2,11-25,-0.2
3605075,male,562.0,569.7,571.9,more than 500,0.8
3605078,male,485.6,493.3,509.7,101-200,0.5
3605079,male,547.9,596.6,503.6,more than 500,0.8
3605082,female,379.9,410.9,369.2,101-200,-0.5
3605083,female,426.1,376.5,409.8,11-25,-0.8
3605084,female,501.8,511.3,467.5,101-200,0.7
3605085,female,621.3,682.0,615.9,more than 500,1.4
3605086,female,590.9,616.1,617.4,201-500,1.0
3605088,female,306.4,378.3,382.3,26-100,-1.3
3605090,male,691.6,594.1,669.3,more than 500,1.2
3605091,male,493.2,422.0,528.9,26-100,0.3
3605092,female,548.8,535.2,596.4,26-100,0.2
3605093,male,681.5,631.6,624.2,more than 500,0.9
3605094,female,562.4,587.1,596.7,more than 500,1.3
3605095,female,345.0,309.0,383.1,26-100,-1.5
3605096,male,600.1,573.7,632.9,more than 500,0.9
3605097,male,521.2,649.3,606.2,more than 500,0.9
3605098,male,605.4,550.0,644.9,101-200,0.8
3605099,female,425.3,459.3,403.7,26-100,0.8
3605100,female,532.2,531.9,493.3,11-25,-1.8
3605101,female,539.5,488.9,401.9,0-10,0.1
3605102,male,562.0,563.4,532.3,26-100,-1.3
3605103,female,591.6,564.3,599.2,26-100,-1.1
3605105,male,424.1,414.1,514.9,26-100,-0.6
3605106,female,570.2,502.7,600.4,101-200,0.8
3605107,female,346.3,521.3,398.5,more than 500,0.9
3605108,male,488.8,307.0,425.6,0-10,-0.3
3605110,female,483.2,562.1,481.2,101-200,0.8
3605111,male,546.4,598.0,566.7,201-500,1.9
3605113,male,451.9,500.7,509.4,11-25,-0.1
3605114,male,469.8,528.4,498.6,201-500,0.0
3605115,female,598.5,623.0,620.1,more than 500,0.9
3605116,female,273.4,272.9,301.1,11-25,-0.7
3605118,male,599.1,623.1,640.0,more than 500,0.9
3605120,female,345.1,401.4,418.1,101-200,-0.5
3605121,female,382.2,446.5,375.5,more than 500,0.2
3605122,male,463.6,327.5,450.6,26-100,-1.0
3605123,male,635.8,619.6,595.5,101-200,1.2
3605124,female,579.1,561.5,543.5,201-500,0.4
3605127,female,352.4,413.9,358.1,101-200,-0.0
3605129,male,400.6,508.4,432.8,26-100,0.4
3605130,male,454.7,454.7,396.4,101-200,1.1
3605132,male,355.7,349.0,401.9,101-200,0.4
3605133,female,471.9,380.2,468.1,101-200,0.6
3605134,female,466.7,494.4,505.4,101-200,-1.1
3605135,female,342.7,417.7,349.3,26-100,0.0
3605136,male,468.2,290.0,385.4,101-200,0.2
3605137,male,426.6,385.5,383.2,201-500,-0.7
3605138,female,444.2,546.3,457.8,201-500,0.8
3605139,male,590.8,561.0,589.6,101-200,1.0
3605140,female,449.0,509.0,517.6,201-500,1.0
3605142,male,677.7,540.5,549.2,201-500,1.1
3605143,male,545.9,643.9,578.3,more than 500,1.4
3605144,male,367.7,397.3,371.3,11-25,0.2
3605145,male,660.3,522.0,596.7,more than 500,1.5
3605146,female,617.4,635.1,653.5,201-500,1.1
3605147,male,412.6,404.2,445.5,101-200,0.4
3605148,male,523.9,562.3,547.0,more than 500,0.9
3605149,female,473.1,435.5,451.5,more than 500,1.1
3605150,male,374.4,398.3,460.0,101-200,0.4
3605151,female,366.7,297.7,343.2,26-100,-0.6
3605152,male,539.6,522.7,544.2,101-200,0.5
3605153,male,558.0,467.0,566.9,101-200,0.2
3605154,male,472.3,486.5,539.9,101-200,-0.0
3605157,male,336.4,264.6,246.7,more than 500,-2.1
3605158,male,430.3,419.4,406.0,11-25,-0.7
3605160,male,404.7,385.7,452.7,201-500,-0.2
3605161,male,570.7,572.9,618.4,201-500,1.2
3605162,male,596.2,675.5,707.6,101-200,0.9
3605164,female,430.0,548.1,402.5,101-200,0.1
3605165,female,595.5,573.1,623.2,26-100,-0.7
3605168,male,525.4,560.3,502.7,26-100,0.6
3605169,female,487.5,606.6,496.7,101-200,-0.0
3605171,female,497.1,678.6,538.9,101-200,0.0
3605174,male,278.3,332.7,389.2,101-200,0.6
3605177,male,469.2,444.2,475.4,101-200,-0.3
3605179,male,341.5,434.7,336.0,11-25,0.0
3605180,female,355.3,278.9,285.2,26-100,-0.2
3605181,male,597.0,565.7,589.9,26-100,-0.4
3605183,male,615.8,664.1,650.2,more than 500,1.6
3605184,female,664.1,687.3,680.3,201-500,0.5
3605185,female,500.7,503.3,494.6,101-200,0.6
3605189,male,651.5,614.1,687.6,101-200,0.5
3605191,male,451.7,449.9,450.7,101-200,-0.2
3605192,female,362.6,314.8,399.1,11-25,0.4
3605193,female,724.7,654.6,663.1,201-500,1.9
3605194,female,592.4,497.8,668.4,more than 500,-1.3
3605195,male,531.4,545.8,624.5,26-100,0.7
3605196,female,548.1,573.0,603.1,26-100,0.9
3605197,female,555.4,681.0,567.5,101-200,0.9
3605198,male,313.8,203.2,330.7,11-25,-0.4
3605199,female,474.0,489.0,494.2,26-100,0.9
3605200,male,489.8,441.8,501.2,201-500,1.3
3605202,female,366.7,473.2,406.6,more than 500,1.2
3605203,male,512.2,453.3,558.0,101-200,0.2
3605204,female,417.0,422.5,472.8,201-500,0.3
3605205,female,583.7,567.0,498.1,101-200,0.7
3605206,female,427.4,408.7,486.7,101-200,0.8
3605210,female,612.4,640.6,588.4,101-200,1.4
3605211,female,387.1,352.1,365.1,101-200,-0.0
3605212,female,414.7,481.3,459.2,26-100,-0.9
3605215,male,510.9,644.8,514.7,201-500,0.7
3605217,male,556.3,527.0,564.4,201-500,1.0
3605218,female,529.8,580.3,580.7,201-500,1.1
3605219,male,518.2,563.4,542.0,101-200,0.1
3605220,male,558.1,608.5,645.7,101-200,0.8
3605224,female,572.7,606.1,598.0,more than 500,1.2
3605225,female,473.2,551.4,540.0,more than 500,0.6
3605227,female,303.3,356.1,391.6,101-200,0.4
3605228,female,511.4,532.0,534.9,11-25,0.7
3605229,male,373.4,214.2,393.8,26-100,-0.2
3605230,female,495.6,550.8,432.4,201-500,0.7
3605233,female,486.1,576.7,568.5,more than 500,1.3
3605234,male,457.2,622.4,570.3,more than 500,-0.0
3605235,male,297.1,267.5,382.0,26-100,0.2
3605236,female,502.0,538.5,564.5,101-200,1.3
3605237,male,498.7,481.5,508.4,101-200,-0.2
3605238,male,355.0,477.4,339.4,101-200,-0.6
3605240,male,624.8,614.3,619.0,26-100,0.5
3605242,male,654.4,659.7,632.6,more than 500,1.8
3605244,male,452.3,419.2,473.0,101-200,0.9
3605246,male,739.2,660.3,712.1,101-200,0.7
3605247,male,597.7,760.3,683.2,201-500,0.9
3605248,male,390.0,432.0,499.2,201-500,-1.7
3605249,female,539.4,460.4,606.7,more than 500,0.5
3605250,male,407.5,411.7,423.4,26-100,0.5
3605253,female,408.5,589.5,544.1,26-100,0.3
3605254,male,520.5,500.2,552.8,101-200,1.1
3605255,female,498.7,653.8,661.8,more than 500,1.5
3605256,female,474.4,448.5,480.0,201-500,1.3
3605259,female,484.4,442.0,508.3,101-200,0.8
3605265,female,412.2,445.0,397.8,201-500,-0.3
3605266,female,469.7,618.3,466.9,26-100,-0.9
3605267,female,475.6,510.2,494.4,101-200,0.3
3605269,male,563.2,670.1,634.1,26-100,1.0
3605270,male,619.2,525.7,659.6,101-200,0.7
3605271,male,437.7,450.8,325.1,11-25,0.5
3605272,female,473.0,522.0,445.4,more than 500,-0.8
3605273,male,390.1,352.4,311.3,0-10,-1.3
3605274,male,409.5,543.2,323.1,101-200,-0.8
3605275,male,532.1,630.8,543.1,201-500,1.2
3605276,male,457.9,466.4,507.4,101-200,0.8
3605278,male,330.7,223.3,293.3,101-200,0.1
3605279,male,496.8,526.5,524.0,101-200,0.8
3605280,female,395.6,493.9,478.9,101-200,0.7
3605281,male,404.0,535.3,402.3,201-500,0.7
3605285,female,546.8,509.6,611.6,101-200,0.5
3605286,male,544.3,508.2,597.0,101-200,0.7
3605287,male,427.3,529.1,486.1,11-25,-0.7
3605288,male,388.6,376.8,382.5,101-200,0.6
3605289,female,677.7,614.8,707.8,201-500,1.1
3605291,male,606.8,607.4,579.4,11-25,-0.1
3605294,male,374.3,245.5,407.5,11-25,0.6
3605295,female,392.8,467.8,484.9,more than 500,-0.6
3605296,male,625.8,633.2,613.4,201-500,1.4
3605297,male,492.8,470.3,433.9,more than 500,-1.0
3605299,male,400.0,360.4,378.4,26-100,-0.9
3605300,female,381.1,320.9,443.6,101-200,1.2
3605305,female,395.6,357.1,416.2,11-25,-0.2
3605307,male,529.7,511.7,562.3,101-200,0.4
3605310,male,435.2,495.9,437.8,more than 500,0.2
3605311,female,407.4,451.5,493.4,201-500,1.2
3605312,female,321.3,438.2,370.5,11-25,0.6
3605313,male,297.4,325.2,249.0,26-100,-0.1
3605315,female,520.2,640.8,515.8,more than 500,1.0
3605318,male,521.4,534.8,394.9,26-100,-0.5
3605319,female,430.3,487.8,441.0,201-500,0.1
3605320,female,469.6,410.8,431.2,0-10,-0.1
3605321,female,549.6,569.7,596.9,101-200,1.1
3605322,male,419.8,505.7,465.1,0-10,-1.5
3605325,male,608.5,662.6,667.0,26-100,-0.8
3605326,male,413.4,412.7,404.3,11-25,-0.2
3605328,female,569.7,571.8,622.7,more than 500,0.4
3605331,male,606.6,671.8,687.5,26-100,-0.5
3605333,female,492.6,517.8,573.7,11-25,0.4
3605335,male,465.7,511.7,448.6,101-200,0.5
3605339,female,535.5,522.2,561.5,201-500,1.1
3605340,female,516.9,559.3,546.7,101-200,1.1
3605342,female,401.8,406.7,380.2,201-500,0.1
3605344,female,474.5,509.0,525.6,101-200,0.4
3605345,female,643.0,555.2,712.0,more than 500,0.0
3605347,male,526.7,455.8,479.8,26-100,0.3
3605348,female,439.7,484.8,469.6,26-100,-0.5
3605350,female,521.1,521.0,707.2,201-500,1.1
3605351,female,387.7,350.1,539.0,201-500,0.0
3605355,female,451.6,569.5,502.8,201-500,0.8
3605356,male,291.3,313.1,379.7,201-500,1.0
3605358,female,441.7,464.8,467.4,101-200,1.2
3605359,female,585.3,733.7,651.9,201-500,-0.5
3605360,male,532.4,550.1,574.8,101-200,0.2
3605361,female,394.7,415.2,435.4,11-25,0.3
3605364,male,412.6,315.2,395.0,101-200,0.5
3605365,male,477.5,517.4,497.6,201-500,1.3
3605366,male,467.9,340.9,409.1,201-500,1.0
3605367,female,437.4,502.9,476.9,201-500,-0.8
3605368,female,440.1,549.6,499.6,101-200,1.5
3605370,male,610.6,694.5,544.4,101-200,1.0
3605371,female,481.3,607.2,551.5,more than 500,1.2
3605375,female,607.6,612.5,553.1,101-200,0.8
3605378,male,484.9,457.6,456.7,26-100,-0.7
3605379,male,559.2,491.9,589.1,101-200,0.5
3605380,male,561.0,467.9,516.0,101-200,0.7
3605381,female,237.1,306.5,375.0,11-25,-1.5
3605383,female,322.6,346.4,356.5,more than 500,1.6
3605385,male,648.9,584.5,669.9,more than 500,0.5
3605386,female,453.9,483.9,590.4,101-200,-0.2
3605389,female,399.9,481.3,423.7,11-25,-1.0
3605391,female,495.0,503.0,549.4,26-100,-1.1
3605392,male,522.3,578.7,558.9,201-500,-0.2
3605393,female,354.0,353.3,423.1,101-200,-0.0
3605395,female,471.6,539.1,541.7,201-500,1.5
3605396,male,592.8,541.4,695.6,101-200,-0.0
3605397,male,635.0,678.7,597.9,201-500,0.9
3605399,female,455.1,371.9,390.8,26-100,0.2
3605402,female,441.8,491.3,453.0,201-500,1.3
3605405,male,502.3,398.8,366.7,101-200,0.1
3605408,male,397.3,430.8,503.9,11-25,-0.0
3605410,male,439.6,420.1,458.1,101-200,0.2
3605411,female,549.3,654.0,587.6,more than 500,0.8
3605413,male,633.1,665.3,693.7,more than 500,0.7
3605414,male,457.7,382.1,531.8,101-200,-0.1
3605416,female,383.4,484.5,378.4,101-200,-0.3
3605417,male,503.2,573.8,418.4,26-100,-0.7
3605418,male,548.6,510.1,585.7,101-200,-0.9
3605421,male,602.9,734.7,684.3,201-500,0.8
3605422,female,573.4,541.8,581.0,101-200,1.1
3605423,male,437.2,379.9,454.8,0-10,0.2
3605424,male,539.2,451.1,619.9,201-500,0.4
3605425,male,361.5,382.1,343.7,11-25,0.5
3605426,male,361.5,375.5,393.6,11-25,-0.0
3605427,male,451.9,387.9,464.3,0-10,-0.4
3605430,female,483.4,541.8,428.3,11-25,-0.9
3605433,female,512.2,487.3,544.7,11-25,0.4
3605434,male,450.9,465.1,398.8,201-500,-0.2
3605437,female,602.1,570.8,547.4,11-25,-0.4
3605438,male,549.0,403.5,458.0,101-200,0.7
3605441,male,534.5,509.2,547.5,101-200,0.6
3605442,male,589.2,550.5,624.9,201-500,1.0
3605443,female,450.6,513.0,470.1,26-100,-1.2
3605444,male,542.0,597.1,535.3,201-500,0.7
3605449,male,530.7,602.3,567.4,more than 500,1.7
3605450,male,321.1,288.3,286.5,0-10,-0.1
3605451,male,649.0,641.4,645.1,201-500,-1.1
3605452,male,444.2,487.8,420.4,26-100,0.5
3605454,female,421.2,384.6,420.2,26-100,1.2
3605457,male,445.9,351.1,420.0,101-200,-1.0
3605458,male,403.9,331.4,496.8,201-500,1.2
3605460,female,392.3,304.0,409.9,11-25,0.1
3605461,male,588.7,513.8,558.2,201-500,1.4
3605462,male,599.0,551.4,641.9,11-25,-0.3
3605465,male,367.2,431.6,316.0,11-25,-0.5
3605466,male,591.2,586.5,614.1,201-500,1.1
3605467,female,796.8,747.4,802.4,201-500,1.6
3605469,male,555.1,628.5,642.5,101-200,0.2
3605472,female,531.7,610.3,574.1,101-200,0.4
3605473,female,470.4,440.1,524.2,201-500,0.4
3605474,male,389.4,401.0,338.4,201-500,0.6
3605475,male,381.0,472.2,400.8,26-100,-1.0
3605477,female,588.5,642.5,640.5,101-200,0.3
3605479,male,542.1,602.7,658.0,101-200,0.6
3605482,male,453.1,384.9,498.7,101-200,0.3
3605484,male,541.0,562.5,524.0,101-200,1.0
3605485,male,523.9,591.0,620.4,201-500,1.0
3605487,female,403.4,421.5,434.8,11-25,-0.7
3605488,female,415.6,525.7,499.7,101-200,-0.3
3605491,female,567.0,607.1,670.0,more than 500,1.2
3605492,female,412.0,426.9,451.2,101-200,0.5
3605493,female,472.1,497.9,549.2,11-25,-0.6
3605494,male,434.4,456.2,474.7,more than 500,0.4
3605495,female,363.4,396.1,405.6,101-200,-0.4
3605496,male,446.2,475.5,453.1,26-100,-0.4
3605497,male,427.9,345.7,475.1,201-500,-0.1
3605499,male,659.4,822.5,658.7,more than 500,1.5
3605501,male,471.1,482.1,437.2,101-200,0.6
3605502,female,429.8,364.2,430.4,0-10,-1.2
3605503,male,502.2,591.1,616.0,11-25,0.4
3605504,female,398.0,427.2,502.6,201-500,0.4
3605505,female,422.6,475.1,413.2,201-500,-0.5
3605506,female,472.8,444.9,505.6,201-500,0.5
3605507,male,560.0,587.2,511.3,more than 500,1.2
3605508,female,469.8,561.5,482.4,201-500,0.1
3605510,female,461.8,446.6,439.5,26-100,-0.0
3605512,female,441.8,504.6,570.4,26-100,0.3
3605513,female,477.5,581.5,486.0,11-25,-0.2
3605514,female,672.3,745.7,779.2,more than 500,1.5
3605515,female,438.7,570.8,513.3,201-500,0.8
3605516,female,577.7,574.6,596.4,101-200,0.6
3605517,female,443.7,506.7,419.4,more than 500,1.1
3605519,male,677.1,634.7,591.4,101-200,1.1
3605520,female,616.8,506.1,602.9,101-200,0.7
3605521,female,342.3,336.8,374.3,101-200,0.2
3605523,male,449.3,485.5,482.7,101-200,1.0
3605528,male,461.6,520.9,503.5,101-200,0.6
3605529,female,546.3,601.9,627.3,101-200,0.7
3605531,female,636.9,515.1,727.1,201-500,1.8
3605533,male,546.1,357.9,518.3,201-500,1.0
3605536,male,496.0,486.7,543.5,201-500,0.1
3605537,female,475.0,437.9,482.9,101-200,1.0
3605539,male,566.2,612.2,646.4,101-200,0.4
3605540,female,494.5,557.8,446.5,26-100,1.0
3605542,male,701.9,652.5,600.8,101-200,0.7
3605544,male,512.6,487.0,457.4,101-200,-0.0
3605546,female,294.2,277.4,275.1,26-100,1.2
3605547,female,400.5,573.7,419.6,26-100,0.0
3605549,male,560.4,506.7,633.5,more than 500,1.2
3605554,male,503.6,518.9,437.0,101-200,1.8
3605555,female,630.3,635.3,723.7,26-100,-0.2
3605557,male,375.2,408.4,456.7,more than 500,1.1
3605563,female,480.8,492.2,524.6,26-100,1.4
3605564,female,569.7,523.7,588.9,101-200,1.1
3605565,female,448.7,365.4,432.7,201-500,1.0
3605568,male,479.1,566.2,549.7,101-200,-0.1
3605571,male,527.6,424.8,598.1,201-500,1.1
3605572,female,417.5,568.1,516.8,101-200,-1.1
3605577,female,508.1,603.6,625.8,201-500,0.4
3605578,female,426.8,401.9,471.8,101-200,0.1
3605579,male,587.9,620.6,638.5,101-200,1.0
3605580,male,554.9,557.6,510.7,more than 500,1.3
3605583,female,390.0,496.4,563.4,201-500,0.5
3605585,female,512.8,515.5,537.4,more than 500,1.7
3605586,female,498.1,496.9,451.3,11-25,-1.0
3605588,male,589.6,673.7,612.3,more than 500,1.7
3605589,male,478.5,497.4,495.1,101-200,0.8
3605590,female,303.5,486.1,354.8,more than 500,-1.2
3605591,male,493.1,461.5,454.1,201-500,0.8
